id,employeeId,skillset,courseDepartment,status,certification_score
SK458,JMD304,"AWS, GCP, Redis",Cloud,Reject,0
SK459,JMD305,"React Native, Reactjs, Next Js",Development,Accept,240
SK460,JMD306,"React Native, Angular",Development,Accept,160
SK461,JMD306,"Azure, GCP, AWS",Cloud,Accept,240
SK462,JMD307,"Reactjs, Node",Development,Accept,160
SK463,JMD307,Azure,Cloud,Reject,0
SK464,JMD308,"Azure, GCP, Redis",Cloud,Accept,240
SK465,JMD308,Laravel,Development,Accept,80
SK466,JMD309,Azure,Cloud,Accept,80
SK467,JMD310,"Angular, Next Js, Flutter",Development,Accept,240
SK468,JMD311,Python,Data Engineering,Accept,80
SK469,JMD312,AWS,Cloud,Reject,0
SK470,JMD312,"Flutter, Angular",Development,Accept,160
SK471,JMD313,"Big Data, Applied ML",Data Science,Accept,160
SK472,JMD313,"Azure, Redis, GCP",Cloud,Accept,240
SK473,JMD314,"React Native, Flutter",Development,Accept,160
SK474,JMD314,GCP,Cloud,Accept,80
SK475,JMD315,"Redis, GCP, Azure",Cloud,Accept,240
SK476,JMD316,MySQL,Data Engineering,Accept,80
SK477,JMD317,"Redis, Azure",Cloud,Accept,160
SK478,JMD317,Next Js,Development,Reject,0
SK479,JMD318,"Applied ML, Big Data, Python",Data Science,Accept,240
SK480,JMD318,"MySQL, Web Scraping",Data Engineering,Accept,160
SK481,JMD319,"Applied ML, Python",Data Science,Reject,0
SK482,JMD320,"SnowFlake, Data Bricks",Data Engineering,Reject,0
SK483,JMD321,"React Native, Reactjs, Node",Development,Accept,240
SK484,JMD321,"Data Bricks, Python",Data Engineering,Reject,0
SK485,JMD322,Big Data,Data Science,Accept,80
SK486,JMD322,"Python, MySQL",Data Engineering,Accept,160
SK487,JMD323,React Native,Development,Accept,80
SK488,JMD324,"SnowFlake, Data Bricks, Web Scraping",Data Engineering,Accept,240
SK489,JMD324,Python,Data Science,Accept,80
SK490,JMD325,"MySQL, DBT",Data Engineering,Accept,160
SK491,JMD325,Redis,Cloud,Accept,80
SK492,JMD326,Big Data,Data Science,Accept,80
SK493,JMD327,"GCP, Azure",Cloud,Reject,0
SK494,JMD328,"Big Data, Python",Data Science,Reject,0
SK495,JMD328,"DBT, Python, Web Scraping",Data Engineering,Accept,240
SK496,JMD329,"Applied ML, Big Data, Python",Data Science,Accept,240
SK497,JMD329,"Redis, Azure",Cloud,Accept,160
SK498,JMD330,Python,Data Science,Accept,80
SK499,JMD331,"Python, Big Data",Data Science,Reject,0
SK500,JMD331,Flutter,Development,Reject,0
SK501,JMD332,"Python, SnowFlake, DBT",Data Engineering,Reject,0
SK502,JMD333,"Next Js, Angular, Reactjs",Development,Accept,240
SK503,JMD333,"Data Bricks, Web Scraping",Data Engineering,Accept,160
SK504,JMD334,"Node, Next Js, Laravel",Development,Accept,240
SK505,JMD334,Applied ML,Data Science,Reject,0
SK506,JMD335,Python,Data Science,Reject,0
SK507,JMD336,Data Bricks,Data Engineering,Reject,0
SK508,JMD337,GCP,Cloud,Accept,80
SK509,JMD338,Applied ML,Data Science,Accept,80
SK510,JMD338,"Python, DBT",Data Engineering,Reject,0
SK511,JMD339,"AWS, Azure, Redis",Cloud,Accept,240
SK512,JMD340,"Laravel, Node, React Native",Development,Accept,240
SK513,JMD341,"Python, Web Scraping",Data Engineering,Reject,0
SK514,JMD341,"Azure, Redis",Cloud,Accept,160
SK515,JMD342,GCP,Cloud,Accept,80
SK516,JMD342,Big Data,Data Science,Accept,80
SK517,JMD343,"Node, Angular, React Native",Development,Accept,240
SK518,JMD343,"Redis, AWS",Cloud,Accept,160
SK519,JMD344,"MySQL, Web Scraping, SnowFlake",Data Engineering,Reject,0
SK520,JMD345,"Web Scraping, DBT",Data Engineering,Reject,0
SK521,JMD346,"Applied ML, Big Data",Data Science,Accept,160
SK522,JMD346,"Node, Next Js, Angular",Development,Accept,240
SK523,JMD347,"Python, Big Data, Applied ML",Data Science,Accept,240
SK524,JMD347,"React Native, Angular, Next Js",Development,Accept,240
SK525,JMD348,Data Bricks,Data Engineering,Accept,80
SK526,JMD348,"Angular, React Native",Development,Accept,160
SK527,JMD349,"Data Bricks, Web Scraping",Data Engineering,Accept,160
SK528,JMD350,"Big Data, Python, Applied ML",Data Science,Accept,240
SK529,JMD350,React Native,Development,Accept,80
SK530,JMD351,Big Data,Data Science,Reject,0
SK531,JMD352,"AWS, Redis",Cloud,Reject,0
SK532,JMD353,"Flutter, Laravel",Development,Accept,160
SK533,JMD354,GCP,Cloud,Reject,0
SK534,JMD354,"Python, Applied ML",Data Science,Reject,0
SK535,JMD355,DBT,Data Engineering,Accept,80
SK536,JMD355,"Next Js, Laravel, React Native",Development,Accept,240
SK537,JMD356,"SnowFlake, Data Bricks, Python",Data Engineering,Accept,240
SK538,JMD357,SnowFlake,Data Engineering,Accept,80
SK539,JMD358,"Python, Applied ML",Data Science,Accept,160
SK540,JMD358,"Azure, AWS, GCP",Cloud,Accept,240
SK541,JMD359,Redis,Cloud,Accept,80
SK542,JMD360,"Next Js, Reactjs",Development,Accept,160
SK543,JMD360,"Web Scraping, DBT, SnowFlake",Data Engineering,Accept,240
SK544,JMD361,"DBT, MySQL, Web Scraping",Data Engineering,Accept,240
SK545,JMD362,Web Scraping,Data Engineering,Reject,0
SK546,JMD362,Reactjs,Development,Reject,0
SK547,JMD363,"Data Bricks, SnowFlake, Python",Data Engineering,Accept,240
SK548,JMD363,"Big Data, Applied ML",Data Science,Accept,160
SK549,JMD364,"Redis, GCP",Cloud,Reject,0
SK550,JMD365,"Python, DBT",Data Engineering,Reject,0
SK551,JMD365,"Angular, Node, Flutter",Development,Reject,0
SK552,JMD366,"Web Scraping, Python",Data Engineering,Accept,160
SK553,JMD366,"Node, React Native, Flutter",Development,Accept,240
SK554,JMD367,"Redis, GCP, Azure",Cloud,Accept,240
SK555,JMD368,"MySQL, Python, Web Scraping",Data Engineering,Accept,240
SK556,JMD368,Flutter,Development,Accept,80
SK557,JMD369,"Python, Applied ML",Data Science,Accept,160
SK558,JMD370,"Next Js, React Native",Development,Accept,160
SK559,JMD371,"DBT, Python, Data Bricks",Data Engineering,Reject,0
SK560,JMD371,"Python, Big Data, Applied ML",Data Science,Accept,240
SK561,JMD372,"Web Scraping, DBT, MySQL",Data Engineering,Accept,240
SK562,JMD372,Big Data,Data Science,Reject,0
SK563,JMD373,"React Native, Angular, Node",Development,Accept,240
SK564,JMD374,"Redis, GCP",Cloud,Accept,160
SK565,JMD375,"Angular, Reactjs",Development,Accept,160
SK566,JMD376,"Python, Applied ML, Big Data",Data Science,Accept,240
SK567,JMD377,"Applied ML, Python",Data Science,Accept,160
SK568,JMD378,SnowFlake,Data Engineering,Accept,80
SK569,JMD378,Big Data,Data Science,Reject,0
SK570,JMD379,Applied ML,Data Science,Reject,0
SK571,JMD379,"React Native, Laravel",Development,Accept,160
SK572,JMD380,"React Native, Angular, Laravel",Development,Reject,0
SK573,JMD380,Applied ML,Data Science,Accept,80
SK574,JMD381,"Redis, GCP",Cloud,Accept,160
SK575,JMD381,"Node, Angular, Laravel",Development,Accept,240
SK576,JMD382,Node,Development,Reject,0
SK577,JMD383,"Big Data, Python",Data Science,Accept,160
SK578,JMD383,"GCP, Azure",Cloud,Reject,0
SK579,JMD384,"Applied ML, Big Data, Python",Data Science,Accept,240
SK580,JMD385,AWS,Cloud,Accept,80
SK581,JMD385,"DBT, SnowFlake, Data Bricks",Data Engineering,Reject,0
SK582,JMD386,Web Scraping,Data Engineering,Accept,80
SK583,JMD386,Angular,Development,Accept,80
SK584,JMD387,"GCP, Azure, Redis",Cloud,Accept,240
SK585,JMD387,"Python, Applied ML",Data Science,Accept,160
SK586,JMD388,"Laravel, Flutter",Development,Accept,160
SK587,JMD388,"Applied ML, Big Data",Data Science,Accept,160
SK588,JMD389,MySQL,Data Engineering,Accept,80
SK589,JMD389,Azure,Cloud,Accept,80
SK590,JMD390,Python,Data Engineering,Reject,0
SK591,JMD391,"Reactjs, Flutter",Development,Reject,0
SK592,JMD391,"Azure, Redis, GCP",Cloud,Accept,240
SK593,JMD392,Python,Data Engineering,Reject,0
SK594,JMD392,GCP,Cloud,Reject,0
SK595,JMD393,Big Data,Data Science,Reject,0
SK596,JMD393,"Flutter, Next Js, React Native",Development,Accept,240
SK597,JMD394,"Data Bricks, Python, Web Scraping",Data Engineering,Accept,240
SK598,JMD395,"Data Bricks, Python, DBT",Data Engineering,Accept,240
SK599,JMD396,"GCP, Redis, AWS",Cloud,Reject,0
SK600,JMD397,"Python, Big Data",Data Science,Accept,160
SK601,JMD398,Applied ML,Data Science,Reject,0
SK602,JMD399,"MySQL, DBT, SnowFlake",Data Engineering,Accept,240
SK603,JMD399,"Big Data, Applied ML, Python",Data Science,Accept,240
SK604,JMD400,React Native,Development,Reject,0
SK605,JMD401,Azure,Cloud,Reject,0
SK606,JMD401,"Python, SnowFlake",Data Engineering,Accept,160
SK607,JMD402,Big Data,Data Science,Accept,80
SK608,JMD403,"Azure, GCP, AWS",Cloud,Accept,240
SK609,JMD403,Flutter,Development,Accept,80
SK610,JMD404,"Azure, AWS",Cloud,Accept,160
SK611,JMD404,"Python, Applied ML, Big Data",Data Science,Accept,240
SK612,JMD405,"Reactjs, Next Js",Development,Accept,160
SK613,JMD405,"Python, MySQL, SnowFlake",Data Engineering,Accept,240
SK614,JMD406,"Next Js, Flutter",Development,Accept,160
SK615,JMD407,"Applied ML, Python",Data Science,Reject,0
SK616,JMD408,"Applied ML, Python, Big Data",Data Science,Accept,240
SK617,JMD409,"Node, Reactjs, Next Js",Development,Reject,0
SK618,JMD409,Data Bricks,Data Engineering,Reject,0
SK619,JMD410,"Redis, GCP, Azure",Cloud,Accept,240
SK620,JMD411,DBT,Data Engineering,Reject,0
SK621,JMD411,"Laravel, Next Js, Reactjs",Development,Accept,240
SK622,JMD412,"Applied ML, Python",Data Science,Accept,160
SK623,JMD412,MySQL,Data Engineering,Reject,0
SK624,JMD413,"Big Data, Applied ML, Python",Data Science,Accept,240
SK625,JMD414,"AWS, Azure",Cloud,Accept,160
SK626,JMD414,Data Bricks,Data Engineering,Reject,0
SK627,JMD415,Redis,Cloud,Reject,0
SK628,JMD415,Angular,Development,Accept,80
SK629,JMD416,"Applied ML, Big Data, Python",Data Science,Accept,240
SK630,JMD416,"Azure, Redis",Cloud,Accept,160
SK631,JMD417,"React Native, Laravel",Development,Accept,160
SK632,JMD418,"Big Data, Python",Data Science,Reject,0
SK633,JMD418,"React Native, Next Js, Node",Development,Reject,0
SK634,JMD419,"Data Bricks, DBT",Data Engineering,Accept,160
SK635,JMD420,"MySQL, Data Bricks",Data Engineering,Accept,160
SK636,JMD420,"Node, Angular, React Native",Development,Accept,240
SK637,JMD421,Python,Data Science,Accept,80
SK638,JMD422,Python,Data Engineering,Reject,0
SK639,JMD423,GCP,Cloud,Accept,80
SK640,JMD424,Big Data,Data Science,Reject,0
SK641,JMD425,GCP,Cloud,Accept,80
SK642,JMD426,"Web Scraping, MySQL",Data Engineering,Accept,160
SK643,JMD426,Node,Development,Reject,0
SK644,JMD427,"React Native, Angular, Next Js",Development,Accept,240
SK645,JMD428,"Big Data, Python",Data Science,Accept,160
SK646,JMD428,"React Native, Angular",Development,Accept,160
SK647,JMD429,"AWS, GCP, Azure",Cloud,Accept,240
SK648,JMD429,Applied ML,Data Science,Reject,0
SK649,JMD430,"AWS, Redis, Azure",Cloud,Accept,240
SK650,JMD430,"Python, Applied ML",Data Science,Accept,160
SK651,JMD431,"Redis, GCP",Cloud,Accept,160
SK652,JMD431,"Reactjs, Node",Development,Accept,160
SK653,JMD432,Laravel,Development,Accept,80
SK654,JMD433,"Big Data, Applied ML, Python",Data Science,Accept,240
SK655,JMD434,"Laravel, React Native, Next Js",Development,Accept,240
SK656,JMD435,"Big Data, Applied ML",Data Science,Accept,160
SK657,JMD435,"GCP, Azure, AWS",Cloud,Accept,240
SK658,JMD436,DBT,Data Engineering,Reject,0
SK659,JMD437,Redis,Cloud,Accept,80
SK660,JMD438,"Reactjs, Laravel, Angular",Development,Accept,240
SK661,JMD439,"SnowFlake, Web Scraping, MySQL",Data Engineering,Accept,240
SK662,JMD439,"Next Js, Node, Reactjs",Development,Accept,240
SK663,JMD440,"SnowFlake, DBT",Data Engineering,Reject,0
SK664,JMD440,Big Data,Data Science,Accept,80
SK665,JMD441,"Angular, Laravel",Development,Accept,160
SK666,JMD442,"Applied ML, Python, Big Data",Data Science,Reject,0
SK667,JMD442,"Angular, React Native, Laravel",Development,Accept,240
SK668,JMD443,"Python, Big Data, Applied ML",Data Science,Reject,0
SK669,JMD443,Web Scraping,Data Engineering,Accept,80
SK670,JMD444,Azure,Cloud,Reject,0
SK671,JMD445,Azure,Cloud,Accept,80
SK672,JMD445,"Python, Data Bricks, Web Scraping",Data Engineering,Accept,240
SK673,JMD446,Python,Data Engineering,Reject,0
SK674,JMD447,"Applied ML, Python",Data Science,Accept,160
SK675,JMD448,Redis,Cloud,Accept,80
SK676,JMD448,"Laravel, Next Js",Development,Accept,160
SK677,JMD449,"Applied ML, Python",Data Science,Reject,0
SK678,JMD449,"Web Scraping, MySQL",Data Engineering,Reject,0
SK679,JMD450,DBT,Data Engineering,Reject,0
SK680,JMD450,"Python, Applied ML, Big Data",Data Science,Accept,240
SK681,JMD451,Web Scraping,Data Engineering,Reject,0
SK682,JMD451,"Redis, AWS",Cloud,Accept,160
SK683,JMD452,"Web Scraping, MySQL",Data Engineering,Accept,160
SK684,JMD452,"Reactjs, Next Js",Development,Accept,160
SK685,JMD453,"Azure, AWS, GCP",Cloud,Accept,240
SK686,JMD453,"React Native, Next Js, Flutter",Development,Reject,0
SK687,JMD454,"Python, Big Data",Data Science,Accept,160
SK688,JMD454,"Angular, Reactjs, Next Js",Development,Accept,240
SK689,JMD455,"Node, Next Js, Reactjs",Development,Accept,240
SK690,JMD456,"GCP, Redis",Cloud,Accept,160
SK691,JMD457,Big Data,Data Science,Accept,80
SK692,JMD458,"Reactjs, Laravel",Development,Accept,160
SK693,JMD458,"AWS, Azure, Redis",Cloud,Accept,240
SK694,JMD459,"Applied ML, Big Data",Data Science,Accept,160
SK695,JMD459,"Azure, AWS",Cloud,Accept,160
SK696,JMD460,"Big Data, Applied ML, Python",Data Science,Reject,0
SK697,JMD460,"React Native, Laravel",Development,Accept,160
SK698,JMD461,Python,Data Science,Reject,0
SK699,JMD461,Python,Data Engineering,Reject,0
SK700,JMD462,"Big Data, Applied ML, Python",Data Science,Accept,240
SK701,JMD462,"Next Js, Laravel",Development,Accept,160
SK702,JMD463,"AWS, Azure",Cloud,Reject,0
SK703,JMD464,"Applied ML, Python",Data Science,Accept,160
SK704,JMD464,"Web Scraping, DBT",Data Engineering,Accept,160
SK705,JMD465,"Python, MySQL",Data Engineering,Accept,160
SK706,JMD466,"Reactjs, Angular, React Native",Development,Accept,240
SK707,JMD467,"DBT, Web Scraping",Data Engineering,Accept,160
SK708,JMD468,"Applied ML, Big Data",Data Science,Accept,160
SK709,JMD469,Redis,Cloud,Reject,0
SK710,JMD469,SnowFlake,Data Engineering,Reject,0
SK711,JMD470,"Applied ML, Python",Data Science,Accept,160
SK712,JMD471,Node,Development,Reject,0
SK713,JMD471,"Big Data, Python",Data Science,Accept,160
SK714,JMD472,SnowFlake,Data Engineering,Reject,0
SK715,JMD473,"Python, Applied ML",Data Science,Accept,160
SK716,JMD473,"AWS, GCP, Azure",Cloud,Accept,240
SK717,JMD474,Next Js,Development,Reject,0
SK718,JMD474,"Web Scraping, MySQL",Data Engineering,Accept,160
SK719,JMD475,Reactjs,Development,Accept,80
SK720,JMD475,"MySQL, Web Scraping",Data Engineering,Reject,0
SK721,JMD476,"Reactjs, Node, React Native",Development,Accept,240
SK722,JMD477,Data Bricks,Data Engineering,Accept,80
SK723,JMD477,Flutter,Development,Reject,0
SK724,JMD478,"Azure, GCP",Cloud,Reject,0
SK725,JMD478,"Angular, Next Js, Node",Development,Accept,240
SK726,JMD479,"Next Js, React Native, Flutter",Development,Accept,240
SK727,JMD479,"GCP, Redis, AWS",Cloud,Accept,240
SK728,JMD480,Python,Data Science,Reject,0
SK729,JMD480,"DBT, Data Bricks, Web Scraping",Data Engineering,Accept,240
SK730,JMD481,"Flutter, Reactjs",Development,Accept,160
SK731,JMD481,Applied ML,Data Science,Reject,0
SK732,JMD482,"GCP, Redis, AWS",Cloud,Accept,240
SK733,JMD482,"SnowFlake, Data Bricks, DBT",Data Engineering,Accept,240
SK734,JMD483,"AWS, Azure, Redis",Cloud,Accept,240
SK735,JMD483,Applied ML,Data Science,Accept,80
SK736,JMD484,"Laravel, Node",Development,Accept,160
SK737,JMD484,"GCP, Redis, AWS",Cloud,Accept,240
SK738,JMD485,Applied ML,Data Science,Reject,0
SK739,JMD485,"Angular, Flutter",Development,Accept,160
SK740,JMD486,"Flutter, Laravel",Development,Accept,160
SK741,JMD487,Next Js,Development,Reject,0
SK742,JMD487,MySQL,Data Engineering,Reject,0
SK743,JMD488,Laravel,Development,Accept,80
SK744,JMD489,"Next Js, Laravel",Development,Accept,160
SK745,JMD490,"Redis, Azure, AWS",Cloud,Accept,240
SK746,JMD491,"Laravel, Flutter",Development,Accept,160
SK747,JMD491,SnowFlake,Data Engineering,Reject,0
SK748,JMD492,"Angular, Laravel, Next Js",Development,Accept,240
SK749,JMD492,GCP,Cloud,Accept,80
SK750,JMD493,Python,Data Engineering,Reject,0
SK751,JMD493,"AWS, Redis",Cloud,Accept,160
SK752,JMD494,"GCP, Azure, AWS",Cloud,Accept,240
SK753,JMD495,"MySQL, DBT, SnowFlake",Data Engineering,Accept,240
SK754,JMD496,"Python, Big Data, Applied ML",Data Science,Accept,240
SK755,JMD497,"Next Js, React Native, Node",Development,Accept,240
SK756,JMD497,Redis,Cloud,Reject,0
SK757,JMD498,Data Bricks,Data Engineering,Accept,80
SK758,JMD499,"Data Bricks, Python",Data Engineering,Accept,160
SK759,JMD499,"GCP, AWS, Redis",Cloud,Accept,240
SK760,JMD500,"GCP, AWS, Azure",Cloud,Accept,240
