id,employeeId,courseName,certificationLink,skills,courseDepartment,status,certificationDate
CERT301,JMD99,GCP,https://evans.com/,GCP,Cloud,Accept,2023-02-11
CERT302,JMD100,Next Js,http://www.lara-summers.com/,Next Js,Development,Reject,2024-03-03
CERT303,JMD100,Angular,http://www.chapman-cole.com/,Angular,Development,Reject,2023-08-29
CERT304,JMD100,GCP,http://www.mcgrath.info/,GCP,Cloud,Accept,2024-07-18
CERT305,JMD100,Redis,http://www.wood.biz/,Redis,Cloud,Reject,2022-10-19
CERT306,JMD101,Azure,http://ayers-wright.com/,Azure,Cloud,Accept,2023-06-13
CERT307,JMD101,SnowFlake,https://www.conway.biz/,SnowFlake,Data Engineering,Reject,2024-07-19
CERT308,JMD102,Laravel,http://www.evans-yates.org/,Laravel,Development,Reject,2023-05-30
CERT309,JMD102,Node,https://www.campbell.biz/,Node,Development,Reject,2023-12-06
CERT310,JMD103,SnowFlake,http://parrish-cooley.com/,SnowFlake,Data Engineering,Accept,2023-03-08
CERT311,JMD103,Python,https://acosta.com/,Python,Data Engineering,Accept,2022-11-11
CERT312,JMD103,GCP,https://fowler.com/,GCP,Cloud,Reject,2023-08-06
CERT313,JMD103,Redis,https://zamora-koch.com/,Redis,Cloud,Accept,2023-08-24
CERT314,JMD104,Angular,https://www.thompson-gillespie.com/,Angular,Development,Reject,2023-09-10
CERT315,JMD104,Reactjs,https://cook.com/,Reactjs,Development,Accept,2024-02-19
CERT316,JMD105,Big Data,https://www.wright.com/,Big Data,Data Science,Reject,2023-11-20
CERT317,JMD105,Azure,http://white.info/,Azure,Cloud,Reject,2023-01-17
CERT318,JMD106,Python,http://www.valdez.com/,Python,Data Science,Reject,2023-05-17
CERT319,JMD107,Azure,http://www.jones.com/,Azure,Cloud,Reject,2022-11-06
CERT320,JMD107,GCP,http://www.perry-raymond.com/,GCP,Cloud,Accept,2023-01-11
CERT321,JMD107,AWS,http://www.thompson.com/,AWS,Cloud,Accept,2024-02-09
CERT322,JMD107,Python,https://www.rodriguez.org/,Python,Data Science,Accept,2022-10-19
CERT323,JMD107,Applied ML,http://www.hudson.com/,Applied ML,Data Science,Reject,2024-04-25
CERT324,JMD108,Python,http://www.phillips-ramirez.com/,Python,Data Science,Reject,2023-12-12
CERT325,JMD108,Applied ML,http://www.robinson-white.info/,Applied ML,Data Science,Accept,2024-08-29
CERT326,JMD109,SnowFlake,http://www.newton-payne.info/,SnowFlake,Data Engineering,Reject,2024-06-04
CERT327,JMD109,Web Scraping,https://www.anderson-wilson.biz/,Web Scraping,Data Engineering,Accept,2023-03-30
CERT328,JMD109,MySQL,https://www.ross-melton.net/,MySQL,Data Engineering,Accept,2024-03-09
CERT329,JMD109,Laravel,http://french-wells.biz/,Laravel,Development,Reject,2024-01-09
CERT330,JMD110,Angular,https://www.ryan.com/,Angular,Development,Reject,2023-01-29
CERT331,JMD110,Azure,http://www.curry-pierce.com/,Azure,Cloud,Reject,2023-11-26
CERT332,JMD110,AWS,https://www.olson-ramos.com/,AWS,Cloud,Accept,2023-04-01
CERT333,JMD111,DBT,https://www.jackson.com/,DBT,Data Engineering,Reject,2023-03-28
CERT334,JMD111,SnowFlake,https://www.potter.info/,SnowFlake,Data Engineering,Reject,2023-01-12
CERT335,JMD111,Python,https://www.nguyen.com/,Python,Data Engineering,Accept,2023-06-22
CERT336,JMD112,Azure,http://murphy.com/,Azure,Cloud,Accept,2024-04-05
CERT337,JMD112,Redis,https://www.patterson-moore.com/,Redis,Cloud,Accept,2023-09-12
CERT338,JMD112,AWS,https://www.bush.com/,AWS,Cloud,Accept,2022-12-07
CERT339,JMD113,Redis,https://hanna.net/,Redis,Cloud,Accept,2023-10-10
CERT340,JMD114,Python,https://mccormick-duran.com/,Python,Data Science,Reject,2023-01-25
CERT341,JMD114,DBT,https://www.pratt.com/,DBT,Data Engineering,Reject,2023-06-19
CERT342,JMD115,Python,https://sexton.biz/,Python,Data Engineering,Accept,2022-12-01
CERT343,JMD115,DBT,https://norton-wyatt.com/,DBT,Data Engineering,Reject,2024-09-26
CERT344,JMD115,SnowFlake,http://www.torres.com/,SnowFlake,Data Engineering,Accept,2023-09-02
CERT345,JMD116,Flutter,https://www.rodriguez-sanchez.net/,Flutter,Development,Reject,2022-12-03
CERT346,JMD116,Node,http://www.howell-welch.com/,Node,Development,Accept,2024-02-29
CERT347,JMD116,Angular,https://harper.org/,Angular,Development,Reject,2023-03-13
CERT348,JMD117,Data Bricks,http://blake.com/,Data Bricks,Data Engineering,Reject,2023-07-30
CERT349,JMD117,DBT,https://smith-pennington.info/,DBT,Data Engineering,Reject,2023-07-18
CERT350,JMD117,MySQL,https://johnson.com/,MySQL,Data Engineering,Accept,2024-01-15
CERT351,JMD118,Python,http://johnson.info/,Python,Data Science,Reject,2023-05-03
CERT352,JMD118,Azure,http://www.walker.com/,Azure,Cloud,Accept,2022-10-27
CERT353,JMD118,AWS,http://jones.com/,AWS,Cloud,Accept,2024-02-11
CERT354,JMD118,GCP,https://carter.com/,GCP,Cloud,Reject,2022-11-22
CERT355,JMD119,Python,https://dalton.com/,Python,Data Science,Reject,2022-12-13
CERT356,JMD119,Applied ML,https://www.richardson.net/,Applied ML,Data Science,Accept,2023-09-27
CERT357,JMD119,Big Data,http://www.miles.org/,Big Data,Data Science,Reject,2023-12-12
CERT358,JMD119,SnowFlake,https://www.jones-patel.com/,SnowFlake,Data Engineering,Reject,2024-02-29
CERT359,JMD119,Web Scraping,https://williams.com/,Web Scraping,Data Engineering,Reject,2023-03-05
CERT360,JMD119,Python,https://villarreal.org/,Python,Data Engineering,Reject,2023-05-29
CERT361,JMD120,Node,https://lopez.com/,Node,Development,Reject,2023-08-04
CERT362,JMD120,React Native,https://browning-johnson.com/,React Native,Development,Accept,2023-07-15
CERT363,JMD120,Angular,http://www.hernandez.com/,Angular,Development,Accept,2023-09-01
CERT364,JMD120,MySQL,https://day.com/,MySQL,Data Engineering,Accept,2024-09-27
CERT365,JMD121,Big Data,https://gibson-ramos.com/,Big Data,Data Science,Reject,2024-05-08
CERT366,JMD121,Python,https://rivera.com/,Python,Data Science,Accept,2024-03-15
CERT367,JMD121,Data Bricks,https://www.brennan.com/,Data Bricks,Data Engineering,Reject,2023-02-09
CERT368,JMD121,SnowFlake,https://www.davis-larson.org/,SnowFlake,Data Engineering,Accept,2023-01-27
CERT369,JMD121,Web Scraping,https://www.hays.org/,Web Scraping,Data Engineering,Reject,2024-08-31
CERT370,JMD122,Flutter,http://anderson.info/,Flutter,Development,Reject,2024-05-15
CERT371,JMD122,Reactjs,http://travis.info/,Reactjs,Development,Accept,2024-06-04
CERT372,JMD122,React Native,http://www.white-liu.biz/,React Native,Development,Reject,2023-07-31
CERT373,JMD123,Laravel,http://www.porter.com/,Laravel,Development,Reject,2022-10-15
CERT374,JMD123,Reactjs,http://kennedy-hill.com/,Reactjs,Development,Reject,2022-11-02
CERT375,JMD124,Python,https://www.adkins.com/,Python,Data Science,Accept,2024-06-07
CERT376,JMD124,Reactjs,http://lozano-miller.com/,Reactjs,Development,Reject,2023-12-20
CERT377,JMD124,Angular,http://www.jefferson-foster.info/,Angular,Development,Reject,2024-02-21
CERT378,JMD125,Next Js,https://miller-perry.biz/,Next Js,Development,Accept,2024-02-24
CERT379,JMD126,Applied ML,http://wood.biz/,Applied ML,Data Science,Accept,2023-08-13
CERT380,JMD126,Big Data,http://www.yu.com/,Big Data,Data Science,Accept,2023-07-16
CERT381,JMD126,Web Scraping,https://www.stone.com/,Web Scraping,Data Engineering,Accept,2023-11-24
CERT382,JMD126,DBT,https://griffin.net/,DBT,Data Engineering,Accept,2023-02-16
CERT383,JMD127,Angular,http://hunt.com/,Angular,Development,Accept,2023-10-03
CERT384,JMD128,Redis,https://www.cox.net/,Redis,Cloud,Accept,2023-02-15
CERT385,JMD128,GCP,https://smith-dixon.com/,GCP,Cloud,Accept,2024-06-15
CERT386,JMD128,AWS,https://gonzalez.com/,AWS,Cloud,Accept,2023-03-10
CERT387,JMD128,Data Bricks,http://keller.net/,Data Bricks,Data Engineering,Reject,2023-07-24
CERT388,JMD129,Python,http://www.white-sherman.com/,Python,Data Science,Accept,2024-02-15
CERT389,JMD129,Big Data,https://russell-smith.com/,Big Data,Data Science,Accept,2024-09-08
CERT390,JMD129,Flutter,https://ward.com/,Flutter,Development,Accept,2024-02-21
CERT391,JMD129,React Native,https://www.harvey.net/,React Native,Development,Accept,2022-11-28
CERT392,JMD130,MySQL,https://www.powers.info/,MySQL,Data Engineering,Accept,2023-07-27
CERT393,JMD130,Data Bricks,http://www.bowen.net/,Data Bricks,Data Engineering,Reject,2024-08-29
CERT394,JMD131,SnowFlake,http://morrison.com/,SnowFlake,Data Engineering,Reject,2023-05-15
CERT395,JMD132,Redis,http://www.jones.com/,Redis,Cloud,Accept,2023-04-21
CERT396,JMD132,AWS,http://williamson.com/,AWS,Cloud,Reject,2024-08-09
CERT397,JMD132,Big Data,http://www.salazar.org/,Big Data,Data Science,Reject,2022-10-08
CERT398,JMD132,Applied ML,http://www.fisher-nguyen.com/,Applied ML,Data Science,Accept,2024-09-20
CERT399,JMD133,Python,https://www.robinson.net/,Python,Data Engineering,Reject,2023-03-17
CERT400,JMD133,Web Scraping,https://www.green.com/,Web Scraping,Data Engineering,Accept,2023-09-15
CERT401,JMD133,Data Bricks,https://morales-davidson.com/,Data Bricks,Data Engineering,Reject,2024-07-04
CERT402,JMD133,Angular,http://rosario-briggs.com/,Angular,Development,Accept,2024-06-29
CERT403,JMD133,Next Js,http://garza.biz/,Next Js,Development,Reject,2023-10-12
CERT404,JMD134,Next Js,http://www.hart.com/,Next Js,Development,Accept,2024-07-11
CERT405,JMD134,GCP,https://www.walker-figueroa.com/,GCP,Cloud,Reject,2022-10-08
CERT406,JMD134,AWS,https://hess.com/,AWS,Cloud,Accept,2024-03-13
CERT407,JMD135,Python,http://www.ramirez-green.com/,Python,Data Science,Accept,2024-02-20
CERT408,JMD135,Big Data,http://www.pena-yates.org/,Big Data,Data Science,Accept,2024-06-01
CERT409,JMD135,Applied ML,http://giles.info/,Applied ML,Data Science,Accept,2024-08-12
CERT410,JMD136,GCP,https://burton.com/,GCP,Cloud,Accept,2022-10-09
CERT411,JMD136,AWS,http://www.brooks-morris.net/,AWS,Cloud,Accept,2024-06-07
CERT412,JMD136,Redis,http://lin-jackson.com/,Redis,Cloud,Accept,2022-11-15
CERT413,JMD137,MySQL,https://www.johnson.com/,MySQL,Data Engineering,Accept,2023-01-25
CERT414,JMD137,Python,http://gomez-edwards.com/,Python,Data Engineering,Accept,2024-02-20
CERT415,JMD137,React Native,http://www.scott.net/,React Native,Development,Reject,2023-05-04
CERT416,JMD137,Flutter,http://davis.com/,Flutter,Development,Accept,2022-11-29
CERT417,JMD137,Next Js,https://www.james.info/,Next Js,Development,Reject,2024-08-07
CERT418,JMD138,GCP,http://oneill-horne.info/,GCP,Cloud,Accept,2023-05-07
CERT419,JMD138,Azure,http://singleton-moore.com/,Azure,Cloud,Reject,2023-08-16
CERT420,JMD138,Redis,https://knight.com/,Redis,Cloud,Reject,2024-02-07
CERT421,JMD138,Applied ML,https://www.ali-rodgers.com/,Applied ML,Data Science,Accept,2023-09-19
CERT422,JMD138,Big Data,http://gomez-castaneda.info/,Big Data,Data Science,Accept,2024-07-10
CERT423,JMD139,Python,http://pham-berry.info/,Python,Data Science,Reject,2023-05-17
CERT424,JMD139,Python,https://king.com/,Python,Data Engineering,Reject,2024-04-18
CERT425,JMD139,DBT,https://www.robinson.org/,DBT,Data Engineering,Reject,2023-09-24
CERT426,JMD140,Flutter,https://www.robinson.com/,Flutter,Development,Reject,2023-10-21
CERT427,JMD140,Angular,http://mcfarland.com/,Angular,Development,Reject,2023-12-25
CERT428,JMD141,Big Data,https://www.brewer-shelton.biz/,Big Data,Data Science,Reject,2024-04-29
CERT429,JMD141,Applied ML,https://www.moore.info/,Applied ML,Data Science,Accept,2024-08-23
CERT430,JMD141,DBT,http://www.reyes-figueroa.com/,DBT,Data Engineering,Reject,2022-12-22
CERT431,JMD141,Python,https://www.walker-evans.info/,Python,Data Engineering,Reject,2023-12-31
CERT432,JMD142,DBT,http://www.johnson.com/,DBT,Data Engineering,Accept,2024-08-10
CERT433,JMD142,SnowFlake,http://hicks.com/,SnowFlake,Data Engineering,Reject,2024-01-12
CERT434,JMD143,Python,https://www.mitchell-hurley.info/,Python,Data Science,Accept,2023-06-09
CERT435,JMD143,Big Data,http://www.miller.biz/,Big Data,Data Science,Accept,2023-05-13
CERT436,JMD143,Applied ML,https://stevens.org/,Applied ML,Data Science,Accept,2023-11-20
CERT437,JMD144,GCP,https://www.rodriguez.org/,GCP,Cloud,Accept,2023-12-03
CERT438,JMD144,Applied ML,http://rogers.com/,Applied ML,Data Science,Accept,2024-02-22
CERT439,JMD145,Azure,http://valdez-martinez.com/,Azure,Cloud,Accept,2023-01-02
CERT440,JMD145,Big Data,http://www.bishop.com/,Big Data,Data Science,Accept,2024-04-09
CERT441,JMD145,Python,https://cordova-baker.com/,Python,Data Science,Accept,2022-11-17
CERT442,JMD146,GCP,http://www.smith-harper.info/,GCP,Cloud,Accept,2023-06-08
CERT443,JMD146,Azure,https://flores.org/,Azure,Cloud,Accept,2022-12-09
CERT444,JMD147,Applied ML,https://phillips-jones.biz/,Applied ML,Data Science,Reject,2022-12-01
CERT445,JMD147,Python,http://www.reed.biz/,Python,Data Science,Reject,2023-03-02
CERT446,JMD147,Big Data,https://gardner.com/,Big Data,Data Science,Reject,2023-06-23
CERT447,JMD148,Azure,https://www.vasquez.com/,Azure,Cloud,Reject,2023-10-19
CERT448,JMD148,Redis,http://www.barnes-barnes.org/,Redis,Cloud,Accept,2022-11-14
CERT449,JMD148,Data Bricks,https://moore.biz/,Data Bricks,Data Engineering,Accept,2023-01-16
CERT450,JMD148,DBT,https://reese.com/,DBT,Data Engineering,Accept,2024-01-24
CERT451,JMD148,Python,https://www.duncan-davis.biz/,Python,Data Engineering,Accept,2024-08-09
CERT452,JMD149,Python,http://www.graves.com/,Python,Data Science,Accept,2023-01-01
CERT453,JMD149,Applied ML,https://aguirre.com/,Applied ML,Data Science,Reject,2024-03-13
CERT454,JMD149,Big Data,http://www.perkins.com/,Big Data,Data Science,Reject,2022-10-21
CERT455,JMD150,Python,http://hancock.com/,Python,Data Science,Accept,2023-12-06
CERT456,JMD150,Big Data,http://www.williamson.com/,Big Data,Data Science,Accept,2022-12-25
CERT457,JMD150,Applied ML,https://jordan.info/,Applied ML,Data Science,Accept,2024-01-01
CERT458,JMD151,Azure,https://martin-owens.com/,Azure,Cloud,Reject,2023-02-27
CERT459,JMD151,Redis,https://bell.info/,Redis,Cloud,Reject,2024-07-02
CERT460,JMD152,Python,http://bowers.com/,Python,Data Engineering,Reject,2023-02-02
CERT461,JMD152,Data Bricks,http://www.walters.info/,Data Bricks,Data Engineering,Accept,2022-12-10
CERT462,JMD152,SnowFlake,http://www.lucas-rogers.com/,SnowFlake,Data Engineering,Accept,2024-06-28
CERT463,JMD153,Data Bricks,https://douglas.com/,Data Bricks,Data Engineering,Accept,2022-11-01
CERT464,JMD153,Laravel,http://www.buchanan-navarro.com/,Laravel,Development,Accept,2023-03-16
CERT465,JMD153,Reactjs,http://smith-cook.net/,Reactjs,Development,Accept,2023-09-29
CERT466,JMD153,Next Js,https://www.miller.biz/,Next Js,Development,Reject,2023-03-13
CERT467,JMD154,Azure,https://www.anderson.info/,Azure,Cloud,Reject,2023-05-06
CERT468,JMD154,GCP,http://www.lindsey.biz/,GCP,Cloud,Reject,2023-10-27
CERT469,JMD154,AWS,http://www.ramirez.com/,AWS,Cloud,Reject,2022-11-01
CERT470,JMD154,Big Data,http://www.tran.info/,Big Data,Data Science,Reject,2022-10-24
CERT471,JMD154,Python,https://smith.biz/,Python,Data Science,Accept,2024-04-26
CERT472,JMD154,Applied ML,http://www.gonzalez.biz/,Applied ML,Data Science,Reject,2023-01-15
CERT473,JMD155,SnowFlake,http://morgan.com/,SnowFlake,Data Engineering,Accept,2023-06-28
CERT474,JMD155,DBT,http://www.ayers-pierce.com/,DBT,Data Engineering,Accept,2024-01-31
CERT475,JMD156,Big Data,https://gonzalez.com/,Big Data,Data Science,Reject,2023-02-17
CERT476,JMD156,Python,https://www.smith-morales.info/,Python,Data Science,Accept,2022-10-29
CERT477,JMD156,Applied ML,https://chang-martin.net/,Applied ML,Data Science,Reject,2022-10-26
CERT478,JMD157,Data Bricks,https://www.garrison.biz/,Data Bricks,Data Engineering,Reject,2023-07-15
CERT479,JMD158,Python,http://green.com/,Python,Data Science,Accept,2024-02-24
CERT480,JMD159,Flutter,https://butler-norris.net/,Flutter,Development,Accept,2022-12-26
CERT481,JMD159,Laravel,https://thompson.com/,Laravel,Development,Accept,2023-01-18
CERT482,JMD159,Next Js,http://hawkins.com/,Next Js,Development,Reject,2024-08-20
CERT483,JMD160,React Native,http://franklin.com/,React Native,Development,Reject,2024-03-25
CERT484,JMD160,Laravel,http://www.hamilton.info/,Laravel,Development,Accept,2024-07-09
CERT485,JMD160,Node,http://www.evans.com/,Node,Development,Accept,2023-11-14
CERT486,JMD160,Big Data,http://www.edwards.biz/,Big Data,Data Science,Accept,2023-09-22
CERT487,JMD160,Python,http://cunningham-parks.com/,Python,Data Science,Reject,2023-06-15
CERT488,JMD161,GCP,https://diaz-berg.info/,GCP,Cloud,Reject,2023-02-25
CERT489,JMD161,Azure,http://www.houston.com/,Azure,Cloud,Reject,2023-03-08
CERT490,JMD161,AWS,https://allen.net/,AWS,Cloud,Reject,2023-12-21
CERT491,JMD162,Big Data,http://payne.net/,Big Data,Data Science,Accept,2024-03-31
CERT492,JMD163,AWS,http://johnson.com/,AWS,Cloud,Reject,2022-11-29
CERT493,JMD164,Laravel,http://www.trevino.net/,Laravel,Development,Reject,2023-03-08
CERT494,JMD164,Angular,http://www.smith.com/,Angular,Development,Accept,2023-11-27
CERT495,JMD165,Applied ML,http://www.martinez-friedman.com/,Applied ML,Data Science,Reject,2024-05-01
CERT496,JMD165,DBT,https://www.smith.biz/,DBT,Data Engineering,Accept,2024-03-12
CERT497,JMD165,Web Scraping,http://www.wade.com/,Web Scraping,Data Engineering,Reject,2023-12-13
CERT498,JMD166,GCP,http://gonzalez.biz/,GCP,Cloud,Accept,2024-01-07
CERT499,JMD166,AWS,http://www.cuevas.com/,AWS,Cloud,Reject,2022-11-07
CERT500,JMD166,Azure,http://smith-esparza.biz/,Azure,Cloud,Reject,2023-06-29
CERT501,JMD166,Python,http://www.shaffer.org/,Python,Data Science,Reject,2022-12-31
CERT502,JMD166,Applied ML,http://www.bullock.com/,Applied ML,Data Science,Reject,2024-08-05
CERT503,JMD166,Big Data,https://hendrix.info/,Big Data,Data Science,Accept,2023-05-14
CERT504,JMD167,Big Data,http://www.wood-howard.com/,Big Data,Data Science,Accept,2024-05-10
CERT505,JMD167,Python,https://garcia.net/,Python,Data Science,Reject,2023-12-09
CERT506,JMD167,Next Js,https://mendoza-mann.org/,Next Js,Development,Accept,2022-11-14
CERT507,JMD168,Node,https://ayers.info/,Node,Development,Reject,2023-12-30
CERT508,JMD168,Flutter,http://jackson.com/,Flutter,Development,Reject,2024-04-18
CERT509,JMD169,Next Js,https://www.vega.com/,Next Js,Development,Accept,2023-05-24
CERT510,JMD169,Node,http://www.adkins-cox.com/,Node,Development,Reject,2023-11-05
CERT511,JMD169,DBT,https://www.davis-allen.com/,DBT,Data Engineering,Reject,2022-12-25
CERT512,JMD169,SnowFlake,https://nelson.com/,SnowFlake,Data Engineering,Reject,2023-08-13
CERT513,JMD169,Web Scraping,http://www.smith-lawson.com/,Web Scraping,Data Engineering,Reject,2024-09-04
CERT514,JMD170,GCP,https://www.juarez.com/,GCP,Cloud,Accept,2023-10-21
CERT515,JMD170,AWS,http://www.miller.org/,AWS,Cloud,Accept,2024-02-29
CERT516,JMD170,Redis,http://www.perez-davila.com/,Redis,Cloud,Reject,2022-12-29
CERT517,JMD170,Python,https://www.durham-watson.biz/,Python,Data Engineering,Reject,2022-12-29
CERT518,JMD171,Next Js,https://russell-cooper.info/,Next Js,Development,Reject,2023-03-06
CERT519,JMD171,Data Bricks,https://martinez.com/,Data Bricks,Data Engineering,Accept,2022-12-01
CERT520,JMD171,SnowFlake,http://castro-fitzpatrick.info/,SnowFlake,Data Engineering,Reject,2022-11-30
CERT521,JMD171,Web Scraping,https://www.huang.com/,Web Scraping,Data Engineering,Reject,2024-06-26
CERT522,JMD172,GCP,http://gibson.net/,GCP,Cloud,Reject,2023-06-15
CERT523,JMD172,Redis,https://mckinney.info/,Redis,Cloud,Reject,2023-01-31
CERT524,JMD172,DBT,https://howe.info/,DBT,Data Engineering,Reject,2023-03-15
CERT525,JMD172,Web Scraping,https://brown.com/,Web Scraping,Data Engineering,Reject,2024-07-07
CERT526,JMD173,AWS,http://hubbard.info/,AWS,Cloud,Reject,2023-01-28
CERT527,JMD173,Azure,https://www.walton.com/,Azure,Cloud,Reject,2023-01-08
CERT528,JMD173,Laravel,http://garrett-hernandez.biz/,Laravel,Development,Accept,2023-03-25
CERT529,JMD174,Redis,https://www.mitchell.com/,Redis,Cloud,Accept,2024-08-15
CERT530,JMD174,AWS,http://www.dunlap.com/,AWS,Cloud,Reject,2023-08-10
CERT531,JMD175,Data Bricks,https://rice.info/,Data Bricks,Data Engineering,Reject,2024-03-31
CERT532,JMD175,Python,https://www.martin-herrera.info/,Python,Data Engineering,Reject,2024-05-10
CERT533,JMD175,Azure,http://www.keller.org/,Azure,Cloud,Accept,2024-07-14
CERT534,JMD176,React Native,http://buchanan.com/,React Native,Development,Accept,2024-08-20
CERT535,JMD176,Next Js,http://www.collier.com/,Next Js,Development,Reject,2022-11-26
CERT536,JMD176,Python,https://pope-sanchez.info/,Python,Data Engineering,Reject,2024-01-26
CERT537,JMD177,Laravel,https://garcia.com/,Laravel,Development,Reject,2023-03-29
CERT538,JMD177,React Native,http://www.alvarez.com/,React Native,Development,Reject,2023-09-19
CERT539,JMD177,Node,https://www.leon.com/,Node,Development,Accept,2023-07-03
CERT540,JMD178,Python,http://www.anderson.com/,Python,Data Engineering,Reject,2023-04-16
CERT541,JMD178,DBT,https://macdonald.com/,DBT,Data Engineering,Reject,2023-05-20
CERT542,JMD178,React Native,http://cook.info/,React Native,Development,Reject,2024-03-23
CERT543,JMD178,Next Js,http://kennedy.org/,Next Js,Development,Accept,2024-01-22
CERT544,JMD178,Laravel,https://www.carter-smith.com/,Laravel,Development,Reject,2023-05-02
CERT545,JMD179,Reactjs,http://www.rogers.com/,Reactjs,Development,Reject,2023-04-20
CERT546,JMD179,Node,http://cuevas.net/,Node,Development,Accept,2023-03-19
CERT547,JMD179,Angular,https://www.monroe-reynolds.org/,Angular,Development,Reject,2023-05-06
CERT548,JMD180,Flutter,https://www.rivera.net/,Flutter,Development,Accept,2023-09-03
CERT549,JMD180,AWS,https://king-clark.net/,AWS,Cloud,Reject,2023-08-19
CERT550,JMD180,Redis,https://www.joseph.com/,Redis,Cloud,Accept,2023-07-13
CERT551,JMD181,Next Js,http://www.norton-merritt.info/,Next Js,Development,Reject,2023-09-23
CERT552,JMD181,Node,http://dean.net/,Node,Development,Reject,2024-06-09
CERT553,JMD182,GCP,https://davis-thomas.com/,GCP,Cloud,Reject,2022-11-09
CERT554,JMD182,Web Scraping,http://rice-hart.com/,Web Scraping,Data Engineering,Reject,2023-01-06
CERT555,JMD182,Data Bricks,http://grant-stone.com/,Data Bricks,Data Engineering,Accept,2024-07-29
CERT556,JMD182,SnowFlake,http://www.garcia.com/,SnowFlake,Data Engineering,Reject,2024-03-21
CERT557,JMD183,Next Js,https://www.valentine.com/,Next Js,Development,Accept,2023-09-15
CERT558,JMD183,React Native,http://king.com/,React Native,Development,Accept,2023-04-13
CERT559,JMD183,Laravel,http://www.nunez-massey.com/,Laravel,Development,Accept,2023-09-04
CERT560,JMD184,Redis,https://www.baker-jimenez.com/,Redis,Cloud,Accept,2023-01-04
CERT561,JMD184,Big Data,https://www.baird.com/,Big Data,Data Science,Accept,2023-02-11
CERT562,JMD184,Applied ML,http://www.mendez.com/,Applied ML,Data Science,Accept,2024-08-18
CERT563,JMD185,Big Data,https://www.bryant-harris.info/,Big Data,Data Science,Accept,2024-08-21
CERT564,JMD185,Python,http://malone-johnston.net/,Python,Data Science,Accept,2024-08-27
CERT565,JMD185,Applied ML,http://pitts.com/,Applied ML,Data Science,Reject,2023-11-30
CERT566,JMD185,Python,https://ray.com/,Python,Data Engineering,Reject,2023-09-08
CERT567,JMD185,Data Bricks,https://www.stokes.com/,Data Bricks,Data Engineering,Reject,2023-10-25
CERT568,JMD186,Redis,https://gill.net/,Redis,Cloud,Accept,2023-10-15
CERT569,JMD186,AWS,https://taylor.com/,AWS,Cloud,Reject,2023-11-24
CERT570,JMD186,GCP,http://www.flowers-graves.com/,GCP,Cloud,Reject,2023-06-14
CERT571,JMD187,Python,http://www.buchanan.com/,Python,Data Science,Accept,2024-07-21
CERT572,JMD187,Big Data,http://www.fernandez.com/,Big Data,Data Science,Accept,2024-08-04
CERT573,JMD187,Applied ML,https://www.walters-williams.com/,Applied ML,Data Science,Reject,2024-03-02
CERT574,JMD188,GCP,http://www.king.net/,GCP,Cloud,Reject,2024-02-17
CERT575,JMD188,Python,http://www.ortiz-ayala.biz/,Python,Data Science,Accept,2023-10-28
CERT576,JMD188,Applied ML,http://luna-marsh.info/,Applied ML,Data Science,Accept,2022-12-28
CERT577,JMD188,Big Data,https://robinson.com/,Big Data,Data Science,Accept,2023-10-09
CERT578,JMD189,Applied ML,https://allison.com/,Applied ML,Data Science,Reject,2023-04-28
CERT579,JMD189,Big Data,https://ray.org/,Big Data,Data Science,Accept,2023-09-10
CERT580,JMD189,Azure,https://www.wilson.net/,Azure,Cloud,Reject,2024-07-31
CERT581,JMD190,Web Scraping,http://padilla-acosta.biz/,Web Scraping,Data Engineering,Accept,2023-07-13
CERT582,JMD190,Python,http://www.young-hernandez.com/,Python,Data Engineering,Accept,2023-02-13
CERT583,JMD190,MySQL,https://martin-little.info/,MySQL,Data Engineering,Accept,2023-01-08
CERT584,JMD191,DBT,http://peterson.com/,DBT,Data Engineering,Accept,2022-10-23
CERT585,JMD191,Data Bricks,http://glover-thompson.org/,Data Bricks,Data Engineering,Accept,2023-01-22
CERT586,JMD192,Laravel,http://www.robinson.com/,Laravel,Development,Accept,2024-03-14
CERT587,JMD192,Node,http://perry.biz/,Node,Development,Accept,2023-02-06
CERT588,JMD192,Flutter,https://tucker-alvarez.com/,Flutter,Development,Reject,2023-07-20
CERT589,JMD193,Python,http://www.robinson.com/,Python,Data Engineering,Reject,2024-08-05
CERT590,JMD193,SnowFlake,https://www.sanders-williams.com/,SnowFlake,Data Engineering,Accept,2022-12-11
CERT591,JMD194,React Native,https://www.kim.com/,React Native,Development,Reject,2022-11-07
CERT592,JMD194,Web Scraping,http://www.wright-obrien.com/,Web Scraping,Data Engineering,Accept,2023-08-14
CERT593,JMD194,Data Bricks,https://www.roberts.info/,Data Bricks,Data Engineering,Accept,2023-09-13
CERT594,JMD194,Python,http://www.gibson.com/,Python,Data Engineering,Accept,2024-10-02
CERT595,JMD195,React Native,https://www.cook-oneal.com/,React Native,Development,Reject,2023-02-22
CERT596,JMD195,Next Js,https://www.turner.com/,Next Js,Development,Accept,2022-12-11
CERT597,JMD195,Reactjs,https://www.carter.com/,Reactjs,Development,Reject,2024-01-01
CERT598,JMD195,Big Data,http://www.gardner-richardson.com/,Big Data,Data Science,Accept,2024-02-02
CERT599,JMD195,Applied ML,https://www.sanchez-barrett.com/,Applied ML,Data Science,Reject,2023-06-19
CERT600,JMD195,Python,http://www.jones-brooks.com/,Python,Data Science,Reject,2024-01-22
