id,employeeId,courseName,skills,courseDepartment,certificationLink,status
CERT721,JMD231,Big Data,Big Data,Data Science,https://www.mitchell-paul.net/,Reject
CERT725,JMD233,Redis,Redis,Cloud,https://www.patel-mason.com/,Reject
CERT728,JMD234,Python,Python,Data Engineering,https://smith-prince.biz/,Reject
CERT731,JMD236,GCP,GCP,Cloud,http://www.little-flores.com/,Reject
CERT732,JMD236,AWS,AWS,Cloud,http://www.harrell.com/,Reject
CERT733,JMD236,MySQL,MySQL,Data Engineering,https://johnson.com/,Reject
CERT734,JMD236,SnowFlake,SnowFlake,Data Engineering,http://ochoa.biz/,Reject
CERT735,JMD236,DBT,DBT,Data Engineering,https://hall.info/,Reject
CERT738,JMD237,GCP,GCP,Cloud,https://www.davis.com/,Reject
CERT740,JMD237,Applied ML,Applied ML,Data Science,http://mcintyre.com/,Reject
CERT744,JMD239,Redis,Redis,Cloud,http://french.net/,Reject
CERT745,JMD239,Web Scraping,Web Scraping,Data Engineering,http://www.woodward.biz/,Reject
CERT748,JMD240,Flutter,Flutter,Development,http://brown.com/,Reject
CERT749,JMD240,Next Js,Next Js,Development,https://www.long-harvey.com/,Reject
CERT751,JMD241,AWS,AWS,Cloud,http://www.campbell.biz/,Reject
CERT752,JMD242,SnowFlake,SnowFlake,Data Engineering,https://www.henson-matthews.org/,Reject
CERT753,JMD242,Python,Python,Data Engineering,http://dominguez.com/,Reject
CERT758,JMD243,AWS,AWS,Cloud,https://www.rodriguez.info/,Reject
CERT760,JMD244,MySQL,MySQL,Data Engineering,https://henry.com/,Reject
CERT767,JMD246,Flutter,Flutter,Development,https://www.bond.com/,Reject
CERT769,JMD246,SnowFlake,SnowFlake,Data Engineering,http://www.mora.com/,Reject
CERT770,JMD246,Web Scraping,Web Scraping,Data Engineering,https://evans-rosario.info/,Reject
CERT771,JMD247,Laravel,Laravel,Development,https://www.thompson-miller.com/,Reject
CERT773,JMD247,React Native,React Native,Development,https://campos-english.info/,Reject
CERT774,JMD248,Python,Python,Data Science,http://gomez.com/,Reject
CERT775,JMD248,Big Data,Big Data,Data Science,https://patrick-webb.com/,Reject
CERT776,JMD248,Applied ML,Applied ML,Data Science,https://www.salazar-chandler.com/,Reject
CERT777,JMD248,Next Js,Next Js,Development,https://www.brown.com/,Reject
CERT778,JMD248,Reactjs,Reactjs,Development,http://carpenter-soto.com/,Reject
CERT779,JMD248,Flutter,Flutter,Development,https://patel-allison.com/,Reject
CERT781,JMD249,Angular,Angular,Development,http://www.gutierrez-lynn.com/,Reject
CERT782,JMD249,Laravel,Laravel,Development,https://www.kirby.com/,Reject
CERT783,JMD250,DBT,DBT,Data Engineering,http://brown.com/,Reject
CERT784,JMD250,Data Bricks,Data Bricks,Data Engineering,http://www.luna.info/,Reject
CERT785,JMD251,Laravel,Laravel,Development,https://diaz.com/,Reject
CERT787,JMD251,Next Js,Next Js,Development,https://wilson.org/,Reject
CERT792,JMD253,Python,Python,Data Science,https://www.potts.org/,Reject
CERT801,JMD256,Azure,Azure,Cloud,http://www.jimenez-meyer.org/,Reject
CERT802,JMD256,DBT,DBT,Data Engineering,http://kelly.com/,Reject
CERT803,JMD256,Data Bricks,Data Bricks,Data Engineering,https://mccoy.com/,Reject
CERT804,JMD257,DBT,DBT,Data Engineering,http://avila.com/,Reject
CERT805,JMD257,Python,Python,Data Engineering,http://huffman.com/,Reject
CERT808,JMD258,Angular,Angular,Development,https://delgado.com/,Reject
CERT809,JMD258,Python,Python,Data Science,https://barnes.info/,Reject
CERT811,JMD259,DBT,DBT,Data Engineering,https://www.lynch-hernandez.net/,Reject
CERT812,JMD259,Python,Python,Data Engineering,http://www.porter-baldwin.biz/,Reject
CERT813,JMD260,Node,Node,Development,https://tate-rosales.com/,Reject
CERT814,JMD260,Flutter,Flutter,Development,https://cook.info/,Reject
CERT815,JMD261,Python,Python,Data Science,https://kim.com/,Reject
CERT817,JMD262,Web Scraping,Web Scraping,Data Engineering,https://mitchell.com/,Reject
CERT819,JMD263,MySQL,MySQL,Data Engineering,https://duffy.org/,Reject
CERT823,JMD264,Flutter,Flutter,Development,http://www.thornton.com/,Reject
CERT824,JMD264,Python,Python,Data Science,https://smith-paul.org/,Reject
CERT831,JMD266,React Native,React Native,Development,http://robinson.com/,Reject
CERT832,JMD266,Next Js,Next Js,Development,https://smith-moody.info/,Reject
CERT835,JMD267,Data Bricks,Data Bricks,Data Engineering,http://www.rogers.com/,Reject
CERT837,JMD267,Python,Python,Data Engineering,http://www.dixon-davis.com/,Reject
CERT845,JMD269,Python,Python,Data Engineering,http://www.perry-montgomery.com/,Reject
CERT846,JMD269,Azure,Azure,Cloud,http://johnson.com/,Reject
CERT849,JMD270,AWS,AWS,Cloud,http://leblanc-haas.com/,Reject
CERT850,JMD270,GCP,GCP,Cloud,https://www.potter-hall.biz/,Reject
CERT853,JMD270,Python,Python,Data Engineering,https://www.wise-young.com/,Reject
CERT854,JMD271,DBT,DBT,Data Engineering,http://schneider.com/,Reject
CERT855,JMD271,Python,Python,Data Engineering,https://tanner.com/,Reject
CERT857,JMD272,Applied ML,Applied ML,Data Science,http://warren-best.com/,Reject
CERT858,JMD272,Big Data,Big Data,Data Science,https://ramirez.com/,Reject
CERT860,JMD273,Reactjs,Reactjs,Development,http://johnson.org/,Reject
CERT861,JMD273,Laravel,Laravel,Development,https://www.valdez.info/,Reject
CERT865,JMD275,Big Data,Big Data,Data Science,https://cardenas.net/,Reject
CERT866,JMD276,Azure,Azure,Cloud,http://hoover-dixon.info/,Reject
CERT867,JMD276,GCP,GCP,Cloud,http://hamilton.com/,Reject
CERT868,JMD276,Redis,Redis,Cloud,http://www.hall.com/,Reject
CERT874,JMD278,DBT,DBT,Data Engineering,http://www.parrish-wood.info/,Reject
CERT875,JMD278,Web Scraping,Web Scraping,Data Engineering,https://www.phillips-murillo.com/,Reject
CERT876,JMD278,Data Bricks,Data Bricks,Data Engineering,http://www.reed.com/,Reject
CERT878,JMD279,Big Data,Big Data,Data Science,https://myers.com/,Reject
CERT879,JMD280,Python,Python,Data Science,http://lewis-smith.com/,Reject
CERT881,JMD281,Node,Node,Development,http://williams.com/,Reject
CERT882,JMD282,Laravel,Laravel,Development,https://www.miller.org/,Reject
CERT883,JMD282,Reactjs,Reactjs,Development,https://webster.org/,Reject
CERT889,JMD284,Angular,Angular,Development,https://whitney-rodriguez.net/,Reject
CERT891,JMD285,Redis,Redis,Cloud,https://www.coleman-thomas.com/,Reject
CERT892,JMD285,Azure,Azure,Cloud,https://www.garrett.biz/,Reject
CERT898,JMD287,Next Js,Next Js,Development,https://owen-lewis.org/,Reject
CERT900,JMD287,Angular,Angular,Development,http://robbins-turner.com/,Reject
CERT905,JMD289,Python,Python,Data Science,http://harrison.biz/,Reject
CERT906,JMD289,Applied ML,Applied ML,Data Science,http://www.white.net/,Reject
CERT907,JMD290,Azure,Azure,Cloud,https://warren.com/,Reject
CERT908,JMD290,AWS,AWS,Cloud,http://www.graves-brown.com/,Reject
CERT911,JMD291,Big Data,Big Data,Data Science,http://www.parks.org/,Reject
CERT915,JMD291,Reactjs,Reactjs,Development,https://www.fernandez.info/,Reject
CERT917,JMD292,GCP,GCP,Cloud,http://www.eaton.com/,Reject
CERT920,JMD294,Redis,Redis,Cloud,http://www.dean-caldwell.com/,Reject
CERT923,JMD295,Web Scraping,Web Scraping,Data Engineering,https://griffin-johnson.net/,Reject
CERT927,JMD296,Applied ML,Applied ML,Data Science,http://www.smith.org/,Reject
CERT928,JMD297,Big Data,Big Data,Data Science,https://www.garcia-castillo.com/,Reject
CERT929,JMD297,Applied ML,Applied ML,Data Science,https://www.allen-johnson.info/,Reject
CERT930,JMD297,Python,Python,Data Science,http://gates.info/,Reject
CERT931,JMD297,Node,Node,Development,https://www.mcpherson-ryan.com/,Reject
CERT933,JMD298,Angular,Angular,Development,https://ballard.com/,Reject
CERT934,JMD298,Flutter,Flutter,Development,https://hernandez-williams.com/,Reject
CERT935,JMD299,AWS,AWS,Cloud,http://www.vaughn-vance.biz/,Reject
CERT936,JMD299,MySQL,MySQL,Data Engineering,https://www.vasquez-wood.com/,Reject
CERT939,JMD300,MySQL,MySQL,Data Engineering,http://lucero.com/,Reject
CERT940,JMD300,SnowFlake,SnowFlake,Data Engineering,http://www.robles.biz/,Reject
CERT941,JMD300,GCP,GCP,Cloud,https://jones-ayala.info/,Reject
CERT942,JMD300,Azure,Azure,Cloud,https://www.hunt.com/,Reject
CERT943,JMD301,Big Data,Big Data,Data Science,http://robinson.org/,Reject
CERT944,JMD301,Python,Python,Data Science,http://young.com/,Reject
CERT946,JMD302,MySQL,MySQL,Data Engineering,https://mckinney-porter.com/,Reject
CERT949,JMD304,AWS,AWS,Cloud,https://garcia-floyd.info/,Reject
CERT950,JMD304,GCP,GCP,Cloud,http://www.patel.info/,Reject
CERT951,JMD304,Redis,Redis,Cloud,http://www.hicks.org/,Reject
CERT956,JMD306,Angular,Angular,Development,https://phillips-patterson.com/,Reject
CERT958,JMD306,GCP,GCP,Cloud,https://mclaughlin.com/,Reject
CERT959,JMD306,AWS,AWS,Cloud,https://www.brown-saunders.com/,Reject
CERT960,JMD307,Reactjs,Reactjs,Development,http://rodriguez-steele.com/,Reject
CERT962,JMD307,Azure,Azure,Cloud,http://www.miller-dean.com/,Reject
CERT963,JMD308,Azure,Azure,Cloud,http://www.perez-duncan.org/,Reject
CERT972,JMD312,AWS,AWS,Cloud,https://mcgee.com/,Reject
CERT973,JMD312,Flutter,Flutter,Development,http://durham.com/,Reject
CERT978,JMD313,Redis,Redis,Cloud,https://www.figueroa.org/,Reject
CERT979,JMD313,GCP,GCP,Cloud,https://www.norton-smith.org/,Reject
CERT980,JMD314,React Native,React Native,Development,http://www.green.com/,Reject
CERT988,JMD317,Azure,Azure,Cloud,http://calhoun-smith.com/,Reject
CERT989,JMD317,Next Js,Next Js,Development,https://www.summers.org/,Reject
CERT990,JMD318,Applied ML,Applied ML,Data Science,https://www.vargas.com/,Reject
CERT992,JMD318,Python,Python,Data Science,http://www.miller.com/,Reject
CERT993,JMD318,MySQL,MySQL,Data Engineering,http://webb.com/,Reject
CERT995,JMD319,Applied ML,Applied ML,Data Science,http://www.carpenter-ferguson.com/,Reject
CERT996,JMD319,Python,Python,Data Science,http://ford.com/,Reject
CERT997,JMD320,SnowFlake,SnowFlake,Data Engineering,https://young.com/,Reject
CERT998,JMD320,Data Bricks,Data Bricks,Data Engineering,https://www.hansen.net/,Reject
CERT999,JMD321,React Native,React Native,Development,http://reed-farmer.com/,Reject
CERT1001,JMD321,Node,Node,Development,https://www.hunt.com/,Reject
CERT1002,JMD321,Data Bricks,Data Bricks,Data Engineering,https://www.black.info/,Reject
CERT1003,JMD321,Python,Python,Data Engineering,http://www.baxter.com/,Reject
CERT1008,JMD324,SnowFlake,SnowFlake,Data Engineering,https://beasley.com/,Reject
CERT1009,JMD324,Data Bricks,Data Bricks,Data Engineering,https://www.dudley.net/,Reject
CERT1012,JMD325,MySQL,MySQL,Data Engineering,https://www.strong.biz/,Reject
CERT1016,JMD327,GCP,GCP,Cloud,https://www.shannon.com/,Reject
CERT1017,JMD327,Azure,Azure,Cloud,https://bennett-meadows.net/,Reject
CERT1018,JMD328,Big Data,Big Data,Data Science,https://www.morrow.com/,Reject
CERT1019,JMD328,Python,Python,Data Science,https://www.davis.com/,Reject
CERT1020,JMD328,DBT,DBT,Data Engineering,http://burke.com/,Reject
CERT1022,JMD328,Web Scraping,Web Scraping,Data Engineering,http://www.fitzgerald.org/,Reject
CERT1023,JMD329,Applied ML,Applied ML,Data Science,https://taylor.info/,Reject
CERT1024,JMD329,Big Data,Big Data,Data Science,http://moody.com/,Reject
CERT1026,JMD329,Redis,Redis,Cloud,http://www.hernandez.com/,Reject
CERT1029,JMD331,Python,Python,Data Science,https://www.moore.com/,Reject
CERT1030,JMD331,Big Data,Big Data,Data Science,http://medina-williams.org/,Reject
CERT1031,JMD331,Flutter,Flutter,Development,http://www.dixon.org/,Reject
CERT1032,JMD332,Python,Python,Data Engineering,http://owens.com/,Reject
CERT1033,JMD332,SnowFlake,SnowFlake,Data Engineering,https://garcia-richardson.info/,Reject
CERT1034,JMD332,DBT,DBT,Data Engineering,http://www.johnston.com/,Reject
CERT1035,JMD333,Next Js,Next Js,Development,http://newman.info/,Reject
CERT1039,JMD333,Web Scraping,Web Scraping,Data Engineering,http://www.gardner-wolfe.net/,Reject
CERT1041,JMD334,Next Js,Next Js,Development,https://hamilton.com/,Reject
CERT1042,JMD334,Laravel,Laravel,Development,http://harrison.biz/,Reject
CERT1043,JMD334,Applied ML,Applied ML,Data Science,https://maddox-brown.com/,Reject
CERT1044,JMD335,Python,Python,Data Science,http://www.hammond.biz/,Reject
CERT1045,JMD336,Data Bricks,Data Bricks,Data Engineering,https://montoya.net/,Reject
CERT1048,JMD338,Python,Python,Data Engineering,http://www.moreno.info/,Reject
CERT1049,JMD338,DBT,DBT,Data Engineering,https://www.wright-williams.com/,Reject
CERT1051,JMD339,Azure,Azure,Cloud,http://kerr.info/,Reject
CERT1052,JMD339,Redis,Redis,Cloud,https://moran.com/,Reject
CERT1053,JMD340,Laravel,Laravel,Development,http://www.nguyen.com/,Reject
CERT1054,JMD340,Node,Node,Development,http://ewing.com/,Reject
CERT1056,JMD341,Python,Python,Data Engineering,https://www.thompson-harris.com/,Reject
CERT1057,JMD341,Web Scraping,Web Scraping,Data Engineering,https://suarez.net/,Reject
CERT1062,JMD343,Node,Node,Development,https://robinson-santana.com/,Reject
CERT1063,JMD343,Angular,Angular,Development,http://jones.com/,Reject
CERT1067,JMD344,MySQL,MySQL,Data Engineering,http://www.garcia-lopez.info/,Reject
CERT1068,JMD344,Web Scraping,Web Scraping,Data Engineering,https://www.graham.net/,Reject
CERT1069,JMD344,SnowFlake,SnowFlake,Data Engineering,http://freeman.info/,Reject
CERT1070,JMD345,Web Scraping,Web Scraping,Data Engineering,https://www.garcia-maldonado.com/,Reject
CERT1071,JMD345,DBT,DBT,Data Engineering,http://murphy.com/,Reject
CERT1073,JMD346,Big Data,Big Data,Data Science,http://www.meza.net/,Reject
CERT1075,JMD346,Next Js,Next Js,Development,http://howard.net/,Reject
CERT1076,JMD346,Angular,Angular,Development,https://landry-allen.com/,Reject
CERT1078,JMD347,Big Data,Big Data,Data Science,https://www.cordova-butler.info/,Reject
CERT1081,JMD347,Angular,Angular,Development,http://www.gregory.org/,Reject
CERT1082,JMD347,Next Js,Next Js,Development,https://rodriguez.com/,Reject
CERT1085,JMD348,React Native,React Native,Development,http://www.coffey.com/,Reject
CERT1086,JMD349,Data Bricks,Data Bricks,Data Engineering,http://www.jackson.com/,Reject
CERT1092,JMD351,Big Data,Big Data,Data Science,https://www.blankenship.net/,Reject
CERT1093,JMD352,AWS,AWS,Cloud,http://www.smith.org/,Reject
CERT1094,JMD352,Redis,Redis,Cloud,https://www.snyder.org/,Reject
CERT1095,JMD353,Flutter,Flutter,Development,https://www.smith-brewer.biz/,Reject
CERT1097,JMD354,GCP,GCP,Cloud,http://wells-alvarez.biz/,Reject
CERT1098,JMD354,Python,Python,Data Science,http://lee.com/,Reject
CERT1099,JMD354,Applied ML,Applied ML,Data Science,https://lewis-graham.com/,Reject
CERT1101,JMD355,Next Js,Next Js,Development,https://cortez.com/,Reject
CERT1104,JMD356,SnowFlake,SnowFlake,Data Engineering,https://russell.com/,Reject
CERT1111,JMD358,AWS,AWS,Cloud,http://hoffman.biz/,Reject
CERT1112,JMD358,GCP,GCP,Cloud,https://daniel.com/,Reject
CERT1116,JMD360,Web Scraping,Web Scraping,Data Engineering,http://www.goodwin-miller.com/,Reject
CERT1118,JMD360,SnowFlake,SnowFlake,Data Engineering,https://www.lewis.org/,Reject
CERT1119,JMD361,DBT,DBT,Data Engineering,http://chen-reid.com/,Reject
CERT1120,JMD361,MySQL,MySQL,Data Engineering,http://www.green.com/,Reject
CERT1122,JMD362,Web Scraping,Web Scraping,Data Engineering,http://www.yates-lewis.net/,Reject
CERT1123,JMD362,Reactjs,Reactjs,Development,https://schroeder-roman.com/,Reject
CERT1128,JMD363,Applied ML,Applied ML,Data Science,http://welch.com/,Reject
CERT1129,JMD364,Redis,Redis,Cloud,http://www.clayton.info/,Reject
CERT1130,JMD364,GCP,GCP,Cloud,http://gordon.com/,Reject
CERT1131,JMD365,Python,Python,Data Engineering,http://larsen.org/,Reject
CERT1132,JMD365,DBT,DBT,Data Engineering,http://www.french.com/,Reject
CERT1133,JMD365,Angular,Angular,Development,http://williams.com/,Reject
CERT1134,JMD365,Node,Node,Development,http://simpson.com/,Reject
CERT1135,JMD365,Flutter,Flutter,Development,http://johnson.com/,Reject
CERT1136,JMD366,Web Scraping,Web Scraping,Data Engineering,http://sosa.org/,Reject
CERT1140,JMD366,Flutter,Flutter,Development,https://www.williams.com/,Reject
CERT1141,JMD367,Redis,Redis,Cloud,https://young.biz/,Reject
CERT1142,JMD367,GCP,GCP,Cloud,https://www.miller-jones.info/,Reject
CERT1145,JMD368,Python,Python,Data Engineering,https://www.mendez.net/,Reject
CERT1149,JMD369,Applied ML,Applied ML,Data Science,http://stuart-welch.biz/,Reject
CERT1151,JMD370,React Native,React Native,Development,http://www.martinez.com/,Reject
CERT1152,JMD371,DBT,DBT,Data Engineering,http://alexander.com/,Reject
CERT1153,JMD371,Python,Python,Data Engineering,http://higgins.com/,Reject
CERT1154,JMD371,Data Bricks,Data Bricks,Data Engineering,http://pearson.com/,Reject
CERT1158,JMD372,Web Scraping,Web Scraping,Data Engineering,https://www.johnson-parker.net/,Reject
CERT1160,JMD372,MySQL,MySQL,Data Engineering,https://graham-taylor.biz/,Reject
CERT1161,JMD372,Big Data,Big Data,Data Science,http://brooks.com/,Reject
CERT1162,JMD373,React Native,React Native,Development,https://www.hernandez.net/,Reject
CERT1164,JMD373,Node,Node,Development,https://haynes.info/,Reject
CERT1165,JMD374,Redis,Redis,Cloud,https://fowler-ward.com/,Reject
CERT1169,JMD376,Python,Python,Data Science,https://www.williams.com/,Reject
CERT1171,JMD376,Big Data,Big Data,Data Science,https://huang.com/,Reject
CERT1172,JMD377,Applied ML,Applied ML,Data Science,http://www.patel.biz/,Reject
CERT1175,JMD378,Big Data,Big Data,Data Science,http://www.smith.net/,Reject
CERT1176,JMD379,Applied ML,Applied ML,Data Science,http://hamilton.biz/,Reject
CERT1179,JMD380,React Native,React Native,Development,http://www.torres-stewart.com/,Reject
CERT1180,JMD380,Angular,Angular,Development,https://campos.com/,Reject
CERT1181,JMD380,Laravel,Laravel,Development,https://www.newton.com/,Reject
CERT1184,JMD381,GCP,GCP,Cloud,http://mendoza-soto.com/,Reject
CERT1185,JMD381,Node,Node,Development,http://www.dixon.com/,Reject
CERT1188,JMD382,Node,Node,Development,https://clark-rogers.com/,Reject
CERT1190,JMD383,Python,Python,Data Science,http://www.white.com/,Reject
CERT1191,JMD383,GCP,GCP,Cloud,http://herring.net/,Reject
CERT1192,JMD383,Azure,Azure,Cloud,https://www.king.com/,Reject
CERT1195,JMD384,Python,Python,Data Science,https://gomez.net/,Reject
CERT1197,JMD385,DBT,DBT,Data Engineering,http://www.sandoval.net/,Reject
CERT1198,JMD385,SnowFlake,SnowFlake,Data Engineering,http://foster.com/,Reject
CERT1199,JMD385,Data Bricks,Data Bricks,Data Engineering,https://young-chambers.com/,Reject
CERT1202,JMD387,GCP,GCP,Cloud,http://sawyer-garcia.com/,Reject
CERT1203,JMD387,Azure,Azure,Cloud,https://www.hernandez.com/,Reject
CERT1208,JMD388,Flutter,Flutter,Development,https://rocha.com/,Reject
CERT1213,JMD390,Python,Python,Data Engineering,https://www.phillips-james.biz/,Reject
CERT1214,JMD391,Reactjs,Reactjs,Development,http://www.haynes.org/,Reject
CERT1215,JMD391,Flutter,Flutter,Development,http://bishop.com/,Reject
CERT1216,JMD391,Azure,Azure,Cloud,https://bishop-harrison.info/,Reject
CERT1219,JMD392,Python,Python,Data Engineering,https://www.thompson.info/,Reject
CERT1220,JMD392,GCP,GCP,Cloud,https://www.barnett.info/,Reject
CERT1221,JMD393,Big Data,Big Data,Data Science,https://www.peterson.com/,Reject
CERT1223,JMD393,Next Js,Next Js,Development,https://www.jones.net/,Reject
CERT1224,JMD393,React Native,React Native,Development,http://www.hernandez.biz/,Reject
CERT1226,JMD394,Python,Python,Data Engineering,http://www.davis-jackson.com/,Reject
CERT1227,JMD394,Web Scraping,Web Scraping,Data Engineering,http://www.king.info/,Reject
CERT1228,JMD395,Data Bricks,Data Bricks,Data Engineering,https://www.wiggins-johnson.net/,Reject
CERT1230,JMD395,DBT,DBT,Data Engineering,https://page.com/,Reject
CERT1231,JMD396,GCP,GCP,Cloud,https://www.bryant.com/,Reject
CERT1232,JMD396,Redis,Redis,Cloud,https://www.walker-rodgers.com/,Reject
CERT1233,JMD396,AWS,AWS,Cloud,http://ellis-johnson.com/,Reject
CERT1234,JMD397,Python,Python,Data Science,https://www.rogers-pena.biz/,Reject
CERT1236,JMD398,Applied ML,Applied ML,Data Science,https://alvarez.biz/,Reject
CERT1238,JMD399,DBT,DBT,Data Engineering,http://www.moore.com/,Reject
CERT1239,JMD399,SnowFlake,SnowFlake,Data Engineering,https://valentine.com/,Reject
CERT1240,JMD399,Big Data,Big Data,Data Science,http://www.jimenez-young.info/,Reject
CERT1241,JMD399,Applied ML,Applied ML,Data Science,https://burnett.net/,Reject
CERT1243,JMD400,React Native,React Native,Development,https://www.guerra.com/,Reject
CERT1244,JMD401,Azure,Azure,Cloud,http://garcia.com/,Reject
CERT1249,JMD403,GCP,GCP,Cloud,https://gomez.net/,Reject
CERT1252,JMD404,Azure,Azure,Cloud,http://www.smith-beck.org/,Reject
CERT1254,JMD404,Python,Python,Data Science,https://www.wilson-baker.com/,Reject
CERT1256,JMD404,Big Data,Big Data,Data Science,http://www.ortega.com/,Reject
CERT1261,JMD405,SnowFlake,SnowFlake,Data Engineering,http://www.cooper-villarreal.com/,Reject
CERT1263,JMD406,Flutter,Flutter,Development,http://flores.org/,Reject
CERT1264,JMD407,Applied ML,Applied ML,Data Science,https://www.callahan-price.biz/,Reject
CERT1265,JMD407,Python,Python,Data Science,http://www.collins.com/,Reject
CERT1266,JMD408,Applied ML,Applied ML,Data Science,https://martinez.info/,Reject
CERT1268,JMD408,Big Data,Big Data,Data Science,http://jones-gordon.com/,Reject
CERT1269,JMD409,Node,Node,Development,http://www.jones.com/,Reject
CERT1270,JMD409,Reactjs,Reactjs,Development,https://www.bailey-davis.net/,Reject
CERT1271,JMD409,Next Js,Next Js,Development,https://www.jones.biz/,Reject
CERT1272,JMD409,Data Bricks,Data Bricks,Data Engineering,https://bryant.com/,Reject
CERT1273,JMD410,Redis,Redis,Cloud,https://rodriguez-clark.com/,Reject
CERT1276,JMD411,DBT,DBT,Data Engineering,https://hooper.biz/,Reject
CERT1278,JMD411,Next Js,Next Js,Development,https://thornton.com/,Reject
CERT1282,JMD412,MySQL,MySQL,Data Engineering,http://www.murphy.net/,Reject
CERT1283,JMD413,Big Data,Big Data,Data Science,http://www.perez.info/,Reject
CERT1284,JMD413,Applied ML,Applied ML,Data Science,http://www.mitchell-ayers.com/,Reject
CERT1287,JMD414,Azure,Azure,Cloud,https://www.phillips.net/,Reject
CERT1288,JMD414,Data Bricks,Data Bricks,Data Engineering,http://www.patel.com/,Reject
CERT1289,JMD415,Redis,Redis,Cloud,http://miller-wilson.com/,Reject
CERT1292,JMD416,Big Data,Big Data,Data Science,https://www.dixon.biz/,Reject
CERT1294,JMD416,Azure,Azure,Cloud,https://www.porter.com/,Reject
CERT1298,JMD418,Big Data,Big Data,Data Science,http://www.collins.com/,Reject
CERT1299,JMD418,Python,Python,Data Science,http://www.davis-dalton.net/,Reject
CERT1300,JMD418,React Native,React Native,Development,https://www.jones.com/,Reject
CERT1301,JMD418,Next Js,Next Js,Development,http://pitts.info/,Reject
CERT1302,JMD418,Node,Node,Development,https://cochran.com/,Reject
CERT1308,JMD420,Angular,Angular,Development,http://mckenzie-brewer.com/,Reject
CERT1309,JMD420,React Native,React Native,Development,https://www.edwards-mills.info/,Reject
CERT1311,JMD422,Python,Python,Data Engineering,https://vasquez-fleming.com/,Reject
CERT1313,JMD424,Big Data,Big Data,Data Science,http://fisher-miller.info/,Reject
CERT1316,JMD426,MySQL,MySQL,Data Engineering,http://smith.org/,Reject
CERT1317,JMD426,Node,Node,Development,http://lopez.com/,Reject
CERT1318,JMD427,React Native,React Native,Development,https://www.miller.com/,Reject
CERT1320,JMD427,Next Js,Next Js,Development,http://www.sullivan-mitchell.com/,Reject
CERT1322,JMD428,Python,Python,Data Science,http://www.henderson-knight.com/,Reject
CERT1323,JMD428,React Native,React Native,Development,http://brock.biz/,Reject
CERT1325,JMD429,AWS,AWS,Cloud,http://www.fisher.com/,Reject
CERT1328,JMD429,Applied ML,Applied ML,Data Science,https://brown.org/,Reject
CERT1329,JMD430,AWS,AWS,Cloud,https://bryant.biz/,Reject
CERT1331,JMD430,Azure,Azure,Cloud,https://www.baker.com/,Reject
CERT1333,JMD430,Applied ML,Applied ML,Data Science,https://orr-smith.com/,Reject
CERT1334,JMD431,Redis,Redis,Cloud,http://www.terrell.org/,Reject
CERT1339,JMD433,Big Data,Big Data,Data Science,http://www.clark.com/,Reject
CERT1340,JMD433,Applied ML,Applied ML,Data Science,http://dalton.com/,Reject
CERT1342,JMD434,Laravel,Laravel,Development,https://www.barnes.com/,Reject
CERT1350,JMD436,DBT,DBT,Data Engineering,https://kane.net/,Reject
CERT1354,JMD438,Angular,Angular,Development,https://www.johnson-villarreal.biz/,Reject
CERT1356,JMD439,Web Scraping,Web Scraping,Data Engineering,http://rodriguez.com/,Reject
CERT1360,JMD439,Reactjs,Reactjs,Development,http://www.rojas.info/,Reject
CERT1361,JMD440,SnowFlake,SnowFlake,Data Engineering,https://ramos.info/,Reject
CERT1362,JMD440,DBT,DBT,Data Engineering,http://long-mann.com/,Reject
CERT1364,JMD441,Angular,Angular,Development,https://www.thompson-allison.com/,Reject
CERT1366,JMD442,Applied ML,Applied ML,Data Science,https://www.watson.net/,Reject
CERT1367,JMD442,Python,Python,Data Science,http://www.bradford.org/,Reject
CERT1368,JMD442,Big Data,Big Data,Data Science,https://howard.info/,Reject
CERT1372,JMD443,Python,Python,Data Science,https://hall.com/,Reject
CERT1373,JMD443,Big Data,Big Data,Data Science,http://harris-tucker.info/,Reject
CERT1374,JMD443,Applied ML,Applied ML,Data Science,https://cohen-hines.biz/,Reject
CERT1376,JMD444,Azure,Azure,Cloud,http://marquez.biz/,Reject
CERT1380,JMD445,Web Scraping,Web Scraping,Data Engineering,https://james.com/,Reject
CERT1381,JMD446,Python,Python,Data Engineering,https://singh-garcia.com/,Reject
CERT1387,JMD449,Applied ML,Applied ML,Data Science,https://www.smith-schultz.org/,Reject
CERT1388,JMD449,Python,Python,Data Science,http://www.delgado.com/,Reject
CERT1389,JMD449,Web Scraping,Web Scraping,Data Engineering,http://briggs-choi.net/,Reject
CERT1390,JMD449,MySQL,MySQL,Data Engineering,https://bradley.com/,Reject
CERT1391,JMD450,DBT,DBT,Data Engineering,https://www.myers.com/,Reject
CERT1395,JMD451,Web Scraping,Web Scraping,Data Engineering,http://rollins-harris.com/,Reject
CERT1397,JMD451,AWS,AWS,Cloud,https://schmitt.com/,Reject
CERT1399,JMD452,MySQL,MySQL,Data Engineering,http://reyes.com/,Reject
CERT1401,JMD452,Next Js,Next Js,Development,http://www.wood-flores.com/,Reject
CERT1405,JMD453,React Native,React Native,Development,http://www.lang-cobb.com/,Reject
CERT1406,JMD453,Next Js,Next Js,Development,http://www.flynn.net/,Reject
CERT1407,JMD453,Flutter,Flutter,Development,http://www.hernandez.biz/,Reject
