id,employeeId,assessmentId,courseName,skill,courseDepartment,testScore,status,noOfAttempts
SKS696,JMD72,ASSESS3,Data Bricks,Data Bricks,Data Engineering,64.0,Reject,3
SKS697,JMD72,ASSESS4,Azure,Azure,Cloud,34.0,Reject,2
SKS701,JMD73,ASSESS1,SnowFlake,SnowFlake,Data Engineering,3.0,Reject,2
SKS706,JMD73,ASSESS4,Applied ML,Applied ML,Data Science,6.0,Reject,1
SKS707,JMD73,ASSESS5,DBT,DBT,Data Engineering,68.0,Reject,3
SKS709,JMD74,ASSESS1,DBT,DBT,Data Engineering,21.0,Reject,2
SKS711,JMD74,ASSESS3,Applied ML,Applied ML,Data Science,47.0,Reject,2
SKS712,JMD74,ASSESS3,Big Data,Big Data,Data Science,15.0,Reject,2
SKS713,JMD74,ASSESS4,Data Bricks,Data Bricks,Data Engineering,14.0,Reject,2
SKS714,JMD74,ASSESS4,MySQL,MySQL,Data Engineering,48.0,Reject,3
SKS715,JMD74,ASSESS5,Applied ML,Applied ML,Data Science,66.0,Reject,3
SKS716,JMD74,ASSESS5,Python,Python,Data Science,44.0,Reject,3
SKS717,JMD74,ASSESS5,Big Data,Big Data,Data Science,14.0,Reject,1
SKS719,JMD75,ASSESS1,MySQL,MySQL,Data Engineering,25.0,Reject,1
SKS724,JMD75,ASSESS4,GCP,GCP,Cloud,30.0,Reject,1
SKS725,JMD75,ASSESS5,React Native,React Native,Development,24.0,Reject,2
SKS726,JMD76,ASSESS1,Angular,Angular,Development,34.0,Reject,2
SKS727,JMD76,ASSESS1,Laravel,Laravel,Development,45.0,Reject,1
SKS728,JMD76,ASSESS1,Node,Node,Development,12.0,Reject,3
SKS731,JMD76,ASSESS4,AWS,AWS,Cloud,54.0,Reject,3
SKS732,JMD76,ASSESS4,Azure,Azure,Cloud,53.0,Reject,1
SKS734,JMD76,ASSESS5,SnowFlake,SnowFlake,Data Engineering,4.0,Reject,1
SKS736,JMD77,ASSESS1,DBT,DBT,Data Engineering,66.0,Reject,1
SKS739,JMD77,ASSESS2,DBT,DBT,Data Engineering,55.0,Reject,2
SKS742,JMD77,ASSESS3,Flutter,Flutter,Development,43.0,Reject,3
SKS743,JMD77,ASSESS4,Python,Python,Data Science,57.0,Reject,1
SKS748,JMD78,ASSESS1,Applied ML,Applied ML,Data Science,5.0,Reject,2
SKS749,JMD78,ASSESS2,Redis,Redis,Cloud,47.0,Reject,1
SKS752,JMD78,ASSESS3,Applied ML,Applied ML,Data Science,2.0,Reject,1
SKS754,JMD78,ASSESS4,Web Scraping,Web Scraping,Data Engineering,23.0,Reject,2
SKS755,JMD78,ASSESS4,SnowFlake,SnowFlake,Data Engineering,69.0,Reject,2
SKS757,JMD78,ASSESS5,Big Data,Big Data,Data Science,51.0,Reject,3
SKS758,JMD78,ASSESS5,Python,Python,Data Science,22.0,Reject,2
SKS760,JMD79,ASSESS1,Data Bricks,Data Bricks,Data Engineering,14.0,Reject,1
SKS761,JMD79,ASSESS2,Python,Python,Data Science,23.0,Reject,2
SKS762,JMD79,ASSESS2,Big Data,Big Data,Data Science,1.0,Reject,1
SKS764,JMD79,ASSESS4,Angular,Angular,Development,8.0,Reject,3
SKS766,JMD79,ASSESS5,AWS,AWS,Cloud,5.0,Reject,1
SKS767,JMD79,ASSESS5,Redis,Redis,Cloud,35.0,Reject,1
SKS768,JMD79,ASSESS5,GCP,GCP,Cloud,28.0,Reject,3
SKS769,JMD80,ASSESS1,Python,Python,Data Engineering,66.0,Reject,3
SKS770,JMD80,ASSESS1,DBT,DBT,Data Engineering,67.0,Reject,3
SKS772,JMD80,ASSESS2,Big Data,Big Data,Data Science,36.0,Reject,3
SKS774,JMD80,ASSESS3,Redis,Redis,Cloud,60.0,Reject,3
SKS775,JMD80,ASSESS4,Node,Node,Development,43.0,Reject,2
SKS777,JMD80,ASSESS4,Flutter,Flutter,Development,49.0,Reject,3
SKS779,JMD81,ASSESS1,Applied ML,Applied ML,Data Science,11.0,Reject,1
SKS781,JMD81,ASSESS2,MySQL,MySQL,Data Engineering,47.0,Reject,3
SKS783,JMD81,ASSESS2,SnowFlake,SnowFlake,Data Engineering,53.0,Reject,1
SKS785,JMD81,ASSESS3,Applied ML,Applied ML,Data Science,10.0,Reject,2
SKS789,JMD81,ASSESS5,DBT,DBT,Data Engineering,23.0,Reject,1
SKS790,JMD82,ASSESS1,Angular,Angular,Development,9.0,Reject,2
SKS791,JMD82,ASSESS1,Laravel,Laravel,Development,14.0,Reject,1
SKS796,JMD82,ASSESS3,SnowFlake,SnowFlake,Data Engineering,61.0,Reject,1
SKS799,JMD83,ASSESS1,React Native,React Native,Development,6.0,Reject,2
SKS800,JMD83,ASSESS1,Reactjs,Reactjs,Development,55.0,Reject,1
SKS802,JMD83,ASSESS3,Applied ML,Applied ML,Data Science,53.0,Reject,1
SKS804,JMD83,ASSESS3,Big Data,Big Data,Data Science,53.0,Reject,3
SKS805,JMD83,ASSESS4,Azure,Azure,Cloud,67.0,Reject,1
SKS806,JMD83,ASSESS4,GCP,GCP,Cloud,1.0,Reject,1
SKS808,JMD83,ASSESS5,Applied ML,Applied ML,Data Science,53.0,Reject,2
SKS809,JMD84,ASSESS1,Next Js,Next Js,Development,46.0,Reject,3
SKS810,JMD84,ASSESS1,Laravel,Laravel,Development,60.0,Reject,1
SKS811,JMD84,ASSESS1,Node,Node,Development,11.0,Reject,2
SKS812,JMD84,ASSESS2,Reactjs,Reactjs,Development,20.0,Reject,2
SKS813,JMD84,ASSESS2,Angular,Angular,Development,44.0,Reject,3
SKS814,JMD84,ASSESS3,Azure,Azure,Cloud,51.0,Reject,3
SKS816,JMD84,ASSESS4,Big Data,Big Data,Data Science,3.0,Reject,1
SKS820,JMD85,ASSESS2,Web Scraping,Web Scraping,Data Engineering,38.0,Reject,3
SKS822,JMD85,ASSESS2,SnowFlake,SnowFlake,Data Engineering,68.0,Reject,2
SKS823,JMD85,ASSESS3,GCP,GCP,Cloud,65.0,Reject,1
SKS824,JMD85,ASSESS4,SnowFlake,SnowFlake,Data Engineering,60.0,Reject,2
SKS826,JMD85,ASSESS5,Applied ML,Applied ML,Data Science,58.0,Reject,1
SKS827,JMD86,ASSESS1,Big Data,Big Data,Data Science,6.0,Reject,3
SKS828,JMD86,ASSESS1,Python,Python,Data Science,41.0,Reject,2
SKS829,JMD86,ASSESS1,Applied ML,Applied ML,Data Science,45.0,Reject,2
SKS830,JMD86,ASSESS2,Python,Python,Data Science,66.0,Reject,2
SKS831,JMD86,ASSESS2,Big Data,Big Data,Data Science,67.0,Reject,3
SKS832,JMD86,ASSESS3,Redis,Redis,Cloud,12.0,Reject,1
SKS833,JMD86,ASSESS3,Azure,Azure,Cloud,13.0,Reject,2
SKS836,JMD86,ASSESS5,Azure,Azure,Cloud,26.0,Reject,1
SKS839,JMD87,ASSESS1,Web Scraping,Web Scraping,Data Engineering,18.0,Reject,3
SKS841,JMD87,ASSESS3,Python,Python,Data Engineering,60.0,Reject,3
SKS843,JMD87,ASSESS3,Web Scraping,Web Scraping,Data Engineering,56.0,Reject,1
SKS844,JMD87,ASSESS4,GCP,GCP,Cloud,41.0,Reject,2
SKS845,JMD87,ASSESS4,Azure,Azure,Cloud,47.0,Reject,3
SKS847,JMD87,ASSESS5,Python,Python,Data Science,48.0,Reject,2
SKS848,JMD87,ASSESS5,Applied ML,Applied ML,Data Science,43.0,Reject,2
SKS850,JMD88,ASSESS1,Python,Python,Data Science,50.0,Reject,1
SKS852,JMD88,ASSESS1,Big Data,Big Data,Data Science,58.0,Reject,1
SKS853,JMD88,ASSESS2,Big Data,Big Data,Data Science,24.0,Reject,1
SKS854,JMD88,ASSESS2,Applied ML,Applied ML,Data Science,23.0,Reject,1
SKS855,JMD88,ASSESS2,Python,Python,Data Science,48.0,Reject,2
SKS856,JMD88,ASSESS3,Next Js,Next Js,Development,22.0,Reject,3
SKS858,JMD88,ASSESS4,Python,Python,Data Engineering,69.0,Reject,1
SKS859,JMD88,ASSESS5,Redis,Redis,Cloud,64.0,Reject,3
SKS861,JMD89,ASSESS1,Big Data,Big Data,Data Science,35.0,Reject,3
SKS868,JMD89,ASSESS4,AWS,AWS,Cloud,34.0,Reject,3
SKS869,JMD89,ASSESS5,MySQL,MySQL,Data Engineering,52.0,Reject,2
SKS871,JMD90,ASSESS1,GCP,GCP,Cloud,7.0,Reject,2
SKS872,JMD90,ASSESS2,MySQL,MySQL,Data Engineering,33.0,Reject,1
SKS873,JMD90,ASSESS3,Web Scraping,Web Scraping,Data Engineering,19.0,Reject,1
SKS876,JMD90,ASSESS4,Flutter,Flutter,Development,12.0,Reject,2
SKS877,JMD90,ASSESS4,Angular,Angular,Development,40.0,Reject,3
SKS879,JMD91,ASSESS1,Angular,Angular,Development,65.0,Reject,2
SKS880,JMD91,ASSESS1,Reactjs,Reactjs,Development,68.0,Reject,3
SKS882,JMD91,ASSESS2,GCP,GCP,Cloud,10.0,Reject,3
SKS885,JMD91,ASSESS3,Web Scraping,Web Scraping,Data Engineering,8.0,Reject,1
SKS886,JMD91,ASSESS3,Python,Python,Data Engineering,51.0,Reject,2
SKS892,JMD92,ASSESS1,Azure,Azure,Cloud,46.0,Reject,2
SKS894,JMD92,ASSESS2,Applied ML,Applied ML,Data Science,33.0,Reject,2
SKS896,JMD92,ASSESS3,Redis,Redis,Cloud,55.0,Reject,2
SKS897,JMD92,ASSESS4,DBT,DBT,Data Engineering,49.0,Reject,1
SKS899,JMD92,ASSESS4,MySQL,MySQL,Data Engineering,41.0,Reject,3
SKS900,JMD92,ASSESS5,Next Js,Next Js,Development,48.0,Reject,3
SKS902,JMD93,ASSESS1,Data Bricks,Data Bricks,Data Engineering,34.0,Reject,1
SKS907,JMD93,ASSESS3,GCP,GCP,Cloud,49.0,Reject,1
SKS908,JMD93,ASSESS3,Redis,Redis,Cloud,47.0,Reject,2
SKS912,JMD93,ASSESS5,Big Data,Big Data,Data Science,32.0,Reject,3
SKS915,JMD94,ASSESS1,Azure,Azure,Cloud,59.0,Reject,2
SKS918,JMD94,ASSESS3,MySQL,MySQL,Data Engineering,50.0,Reject,1
SKS920,JMD94,ASSESS4,Python,Python,Data Science,42.0,Reject,3
SKS921,JMD94,ASSESS5,Applied ML,Applied ML,Data Science,54.0,Reject,3
SKS923,JMD95,ASSESS1,React Native,React Native,Development,40.0,Reject,1
SKS924,JMD95,ASSESS1,Laravel,Laravel,Development,8.0,Reject,2
SKS926,JMD95,ASSESS2,Applied ML,Applied ML,Data Science,30.0,Reject,2
SKS927,JMD95,ASSESS3,GCP,GCP,Cloud,2.0,Reject,3
SKS928,JMD95,ASSESS3,Redis,Redis,Cloud,5.0,Reject,3
SKS929,JMD95,ASSESS3,Azure,Azure,Cloud,60.0,Reject,2
SKS930,JMD95,ASSESS4,GCP,GCP,Cloud,46.0,Reject,1
SKS934,JMD96,ASSESS1,Data Bricks,Data Bricks,Data Engineering,41.0,Reject,1
SKS935,JMD96,ASSESS2,Redis,Redis,Cloud,52.0,Reject,1
SKS936,JMD96,ASSESS3,Node,Node,Development,15.0,Reject,1
SKS937,JMD96,ASSESS4,Web Scraping,Web Scraping,Data Engineering,40.0,Reject,2
SKS939,JMD96,ASSESS4,Python,Python,Data Engineering,56.0,Reject,3
SKS940,JMD96,ASSESS5,GCP,GCP,Cloud,52.0,Reject,3
SKS941,JMD96,ASSESS5,AWS,AWS,Cloud,24.0,Reject,1
SKS942,JMD96,ASSESS5,Azure,Azure,Cloud,13.0,Reject,1
SKS943,JMD97,ASSESS1,DBT,DBT,Data Engineering,66.0,Reject,2
SKS946,JMD97,ASSESS2,Angular,Angular,Development,22.0,Reject,1
SKS948,JMD97,ASSESS3,DBT,DBT,Data Engineering,50.0,Reject,2
SKS951,JMD97,ASSESS4,Python,Python,Data Science,35.0,Reject,2
SKS952,JMD97,ASSESS5,Big Data,Big Data,Data Science,68.0,Reject,3
SKS957,JMD98,ASSESS2,Web Scraping,Web Scraping,Data Engineering,53.0,Reject,1
SKS958,JMD98,ASSESS3,Redis,Redis,Cloud,50.0,Reject,2
SKS960,JMD98,ASSESS4,Applied ML,Applied ML,Data Science,5.0,Reject,1
SKS961,JMD98,ASSESS4,Python,Python,Data Science,38.0,Reject,3
SKS973,JMD100,ASSESS1,Flutter,Flutter,Development,32.0,Reject,1
SKS975,JMD100,ASSESS3,React Native,React Native,Development,47.0,Reject,1
SKS976,JMD100,ASSESS4,Angular,Angular,Development,30.0,Reject,3
SKS977,JMD100,ASSESS4,Next Js,Next Js,Development,60.0,Reject,3
SKS980,JMD101,ASSESS2,Python,Python,Data Science,30.0,Reject,3
SKS986,JMD101,ASSESS4,Redis,Redis,Cloud,45.0,Reject,3
SKS987,JMD101,ASSESS5,Angular,Angular,Development,37.0,Reject,2
SKS991,JMD102,ASSESS2,Next Js,Next Js,Development,14.0,Reject,3
SKS993,JMD102,ASSESS2,React Native,React Native,Development,30.0,Reject,1
SKS1000,JMD102,ASSESS5,MySQL,MySQL,Data Engineering,35.0,Reject,2
SKS1003,JMD103,ASSESS1,Flutter,Flutter,Development,53.0,Reject,1
SKS1007,JMD103,ASSESS3,Big Data,Big Data,Data Science,15.0,Reject,3
SKS1008,JMD103,ASSESS4,Redis,Redis,Cloud,42.0,Reject,3
SKS1011,JMD103,ASSESS5,Angular,Angular,Development,44.0,Reject,1
SKS1012,JMD103,ASSESS5,Node,Node,Development,38.0,Reject,1
SKS1016,JMD104,ASSESS3,Big Data,Big Data,Data Science,32.0,Reject,3
SKS1017,JMD104,ASSESS3,Applied ML,Applied ML,Data Science,33.0,Reject,2
SKS1018,JMD104,ASSESS4,MySQL,MySQL,Data Engineering,52.0,Reject,1
SKS1022,JMD105,ASSESS1,Applied ML,Applied ML,Data Science,36.0,Reject,3
SKS1026,JMD105,ASSESS3,Flutter,Flutter,Development,21.0,Reject,3
SKS1029,JMD105,ASSESS5,Big Data,Big Data,Data Science,46.0,Reject,2
SKS1030,JMD105,ASSESS5,Applied ML,Applied ML,Data Science,48.0,Reject,3
SKS1031,JMD106,ASSESS1,MySQL,MySQL,Data Engineering,56.0,Reject,2
SKS1035,JMD106,ASSESS3,Big Data,Big Data,Data Science,53.0,Reject,3
SKS1037,JMD106,ASSESS4,Flutter,Flutter,Development,43.0,Reject,2
SKS1038,JMD106,ASSESS4,Reactjs,Reactjs,Development,44.0,Reject,3
SKS1039,JMD106,ASSESS5,Flutter,Flutter,Development,69.0,Reject,1
SKS1040,JMD107,ASSESS1,Redis,Redis,Cloud,10.0,Reject,1
SKS1044,JMD107,ASSESS2,Big Data,Big Data,Data Science,55.0,Reject,2
SKS1045,JMD107,ASSESS2,Applied ML,Applied ML,Data Science,66.0,Reject,2
SKS1047,JMD107,ASSESS3,Python,Python,Data Science,56.0,Reject,3
SKS1048,JMD107,ASSESS3,Big Data,Big Data,Data Science,24.0,Reject,3
SKS1049,JMD107,ASSESS4,Redis,Redis,Cloud,66.0,Reject,3
SKS1050,JMD107,ASSESS4,GCP,GCP,Cloud,15.0,Reject,1
SKS1051,JMD107,ASSESS4,AWS,AWS,Cloud,15.0,Reject,1
SKS1052,JMD107,ASSESS5,Redis,Redis,Cloud,7.0,Reject,1
SKS1053,JMD107,ASSESS5,Azure,Azure,Cloud,15.0,Reject,2
SKS1054,JMD107,ASSESS5,AWS,AWS,Cloud,27.0,Reject,3
SKS1055,JMD108,ASSESS1,Python,Python,Data Science,25.0,Reject,1
SKS1056,JMD108,ASSESS1,Big Data,Big Data,Data Science,26.0,Reject,1
SKS1058,JMD108,ASSESS2,Big Data,Big Data,Data Science,40.0,Reject,2
SKS1059,JMD108,ASSESS2,Applied ML,Applied ML,Data Science,32.0,Reject,3
SKS1060,JMD108,ASSESS3,Python,Python,Data Engineering,10.0,Reject,3
SKS1064,JMD108,ASSESS4,Laravel,Laravel,Development,32.0,Reject,1
SKS1067,JMD109,ASSESS1,Redis,Redis,Cloud,61.0,Reject,3
SKS1072,JMD109,ASSESS3,Redis,Redis,Cloud,56.0,Reject,3
SKS1073,JMD109,ASSESS3,Azure,Azure,Cloud,70.0,Reject,3
SKS1075,JMD109,ASSESS5,Azure,Azure,Cloud,14.0,Reject,3
SKS1078,JMD110,ASSESS1,SnowFlake,SnowFlake,Data Engineering,22.0,Reject,1
SKS1079,JMD110,ASSESS2,Python,Python,Data Science,32.0,Reject,3
SKS1082,JMD110,ASSESS3,Redis,Redis,Cloud,3.0,Reject,1
SKS1084,JMD110,ASSESS5,MySQL,MySQL,Data Engineering,40.0,Reject,2
SKS1087,JMD111,ASSESS1,Next Js,Next Js,Development,35.0,Reject,1
SKS1088,JMD111,ASSESS1,Reactjs,Reactjs,Development,28.0,Reject,2
SKS1089,JMD111,ASSESS2,Big Data,Big Data,Data Science,31.0,Reject,1
SKS1091,JMD111,ASSESS3,Data Bricks,Data Bricks,Data Engineering,34.0,Reject,2
SKS1094,JMD111,ASSESS5,Azure,Azure,Cloud,2.0,Reject,3
SKS1095,JMD112,ASSESS1,Big Data,Big Data,Data Science,54.0,Reject,2
SKS1097,JMD112,ASSESS2,React Native,React Native,Development,27.0,Reject,2
SKS1103,JMD112,ASSESS4,Node,Node,Development,16.0,Reject,2
SKS1108,JMD113,ASSESS2,AWS,AWS,Cloud,25.0,Reject,3
SKS1111,JMD113,ASSESS3,MySQL,MySQL,Data Engineering,52.0,Reject,2
SKS1112,JMD113,ASSESS4,Flutter,Flutter,Development,62.0,Reject,3
SKS1114,JMD113,ASSESS5,Big Data,Big Data,Data Science,64.0,Reject,2
SKS1118,JMD114,ASSESS1,GCP,GCP,Cloud,40.0,Reject,2
SKS1120,JMD114,ASSESS2,SnowFlake,SnowFlake,Data Engineering,60.0,Reject,3
SKS1121,JMD114,ASSESS3,React Native,React Native,Development,33.0,Reject,1
SKS1124,JMD114,ASSESS4,Applied ML,Applied ML,Data Science,33.0,Reject,1
SKS1126,JMD114,ASSESS5,React Native,React Native,Development,31.0,Reject,3
SKS1127,JMD115,ASSESS1,Azure,Azure,Cloud,58.0,Reject,3
SKS1132,JMD115,ASSESS4,Node,Node,Development,59.0,Reject,1
SKS1133,JMD115,ASSESS5,Flutter,Flutter,Development,21.0,Reject,2
SKS1137,JMD116,ASSESS1,Flutter,Flutter,Development,1.0,Reject,2
SKS1138,JMD116,ASSESS2,Big Data,Big Data,Data Science,31.0,Reject,3
SKS1141,JMD116,ASSESS3,Reactjs,Reactjs,Development,62.0,Reject,3
SKS1143,JMD116,ASSESS3,Next Js,Next Js,Development,9.0,Reject,3
SKS1151,JMD117,ASSESS4,Angular,Angular,Development,50.0,Reject,3
SKS1154,JMD117,ASSESS5,Python,Python,Data Science,30.0,Reject,2
SKS1156,JMD117,ASSESS5,Applied ML,Applied ML,Data Science,18.0,Reject,2
SKS1157,JMD118,ASSESS1,AWS,AWS,Cloud,24.0,Reject,1
SKS1159,JMD118,ASSESS1,Azure,Azure,Cloud,45.0,Reject,3
SKS1163,JMD118,ASSESS4,Angular,Angular,Development,24.0,Reject,1
SKS1165,JMD118,ASSESS5,Azure,Azure,Cloud,24.0,Reject,2
SKS1167,JMD119,ASSESS1,Reactjs,Reactjs,Development,6.0,Reject,3
SKS1169,JMD119,ASSESS3,Python,Python,Data Engineering,28.0,Reject,2
SKS1170,JMD119,ASSESS4,Reactjs,Reactjs,Development,65.0,Reject,2
SKS1174,JMD119,ASSESS5,MySQL,MySQL,Data Engineering,11.0,Reject,2
SKS1175,JMD120,ASSESS1,Web Scraping,Web Scraping,Data Engineering,43.0,Reject,2
SKS1176,JMD120,ASSESS2,Python,Python,Data Engineering,44.0,Reject,2
SKS1178,JMD120,ASSESS3,GCP,GCP,Cloud,67.0,Reject,3
SKS1179,JMD120,ASSESS4,React Native,React Native,Development,26.0,Reject,1
SKS1180,JMD120,ASSESS4,Reactjs,Reactjs,Development,53.0,Reject,1
SKS1182,JMD120,ASSESS5,Azure,Azure,Cloud,34.0,Reject,3
SKS1184,JMD121,ASSESS2,Big Data,Big Data,Data Science,67.0,Reject,3
SKS1187,JMD121,ASSESS4,Flutter,Flutter,Development,30.0,Reject,1
SKS1188,JMD121,ASSESS5,Data Bricks,Data Bricks,Data Engineering,60.0,Reject,2
SKS1190,JMD122,ASSESS1,React Native,React Native,Development,22.0,Reject,2
SKS1194,JMD122,ASSESS3,SnowFlake,SnowFlake,Data Engineering,2.0,Reject,2
SKS1196,JMD122,ASSESS4,Azure,Azure,Cloud,63.0,Reject,2
SKS1199,JMD122,ASSESS5,Node,Node,Development,57.0,Reject,3
SKS1200,JMD122,ASSESS5,Reactjs,Reactjs,Development,37.0,Reject,3
SKS1202,JMD123,ASSESS1,SnowFlake,SnowFlake,Data Engineering,35.0,Reject,1
SKS1203,JMD123,ASSESS1,Web Scraping,Web Scraping,Data Engineering,20.0,Reject,3
SKS1204,JMD123,ASSESS2,Python,Python,Data Engineering,45.0,Reject,1
SKS1207,JMD123,ASSESS3,Redis,Redis,Cloud,36.0,Reject,1
SKS1209,JMD123,ASSESS4,Azure,Azure,Cloud,4.0,Reject,2
SKS1215,JMD124,ASSESS2,Laravel,Laravel,Development,49.0,Reject,2
SKS1216,JMD124,ASSESS2,Node,Node,Development,30.0,Reject,2
SKS1218,JMD124,ASSESS3,Big Data,Big Data,Data Science,2.0,Reject,3
SKS1220,JMD124,ASSESS4,GCP,GCP,Cloud,46.0,Reject,2
SKS1222,JMD124,ASSESS4,Azure,Azure,Cloud,12.0,Reject,2
SKS1223,JMD124,ASSESS5,AWS,AWS,Cloud,48.0,Reject,1
SKS1224,JMD124,ASSESS5,Redis,Redis,Cloud,56.0,Reject,2
SKS1225,JMD125,ASSESS1,Data Bricks,Data Bricks,Data Engineering,16.0,Reject,3
SKS1229,JMD125,ASSESS3,Azure,Azure,Cloud,26.0,Reject,2
SKS1231,JMD125,ASSESS4,Applied ML,Applied ML,Data Science,33.0,Reject,3
SKS1235,JMD126,ASSESS1,Big Data,Big Data,Data Science,43.0,Reject,1
SKS1237,JMD126,ASSESS2,Python,Python,Data Science,15.0,Reject,2
SKS1241,JMD126,ASSESS3,Reactjs,Reactjs,Development,45.0,Reject,1
SKS1244,JMD126,ASSESS4,Azure,Azure,Cloud,23.0,Reject,1
SKS1245,JMD126,ASSESS5,Azure,Azure,Cloud,32.0,Reject,3
SKS1246,JMD126,ASSESS5,Redis,Redis,Cloud,50.0,Reject,2
SKS1247,JMD127,ASSESS1,Azure,Azure,Cloud,70.0,Reject,1
SKS1249,JMD127,ASSESS2,Big Data,Big Data,Data Science,40.0,Reject,1
SKS1251,JMD127,ASSESS2,Python,Python,Data Science,2.0,Reject,1
SKS1253,JMD127,ASSESS4,Big Data,Big Data,Data Science,35.570747217806044,Reject,2
SKS1256,JMD127,ASSESS5,Python,Python,Data Science,51.0,Reject,3
SKS1270,JMD129,ASSESS3,Web Scraping,Web Scraping,Data Engineering,13.0,Reject,3
SKS1273,JMD129,ASSESS4,Big Data,Big Data,Data Science,33.0,Reject,3
SKS1276,JMD130,ASSESS2,React Native,React Native,Development,35.75767918088737,Reject,1
SKS1281,JMD130,ASSESS4,AWS,AWS,Cloud,14.0,Reject,2
SKS1282,JMD130,ASSESS4,Azure,Azure,Cloud,63.0,Reject,2
SKS1284,JMD131,ASSESS1,Python,Python,Data Science,8.0,Reject,2
SKS1285,JMD131,ASSESS1,Big Data,Big Data,Data Science,58.0,Reject,2
SKS1286,JMD131,ASSESS1,Applied ML,Applied ML,Data Science,48.0,Reject,1
SKS1288,JMD131,ASSESS3,Data Bricks,Data Bricks,Data Engineering,68.0,Reject,2
SKS1295,JMD132,ASSESS1,Data Bricks,Data Bricks,Data Engineering,61.0,Reject,3
SKS1297,JMD132,ASSESS2,MySQL,MySQL,Data Engineering,58.0,Reject,2
SKS1300,JMD132,ASSESS3,AWS,AWS,Cloud,43.0,Reject,3
SKS1301,JMD132,ASSESS4,Applied ML,Applied ML,Data Science,12.0,Reject,1
SKS1302,JMD132,ASSESS5,SnowFlake,SnowFlake,Data Engineering,46.0,Reject,2
SKS1303,JMD132,ASSESS5,Data Bricks,Data Bricks,Data Engineering,16.0,Reject,2
SKS1308,JMD133,ASSESS2,MySQL,MySQL,Data Engineering,5.0,Reject,3
SKS1309,JMD133,ASSESS3,Angular,Angular,Development,35.0,Reject,1
SKS1312,JMD133,ASSESS5,GCP,GCP,Cloud,4.0,Reject,1
SKS1313,JMD133,ASSESS5,Redis,Redis,Cloud,60.0,Reject,3
SKS1316,JMD134,ASSESS1,Flutter,Flutter,Development,37.0,Reject,3
SKS1318,JMD134,ASSESS3,Python,Python,Data Engineering,12.0,Reject,1
SKS1324,JMD134,ASSESS5,Python,Python,Data Science,11.0,Reject,2
SKS1326,JMD134,ASSESS5,Applied ML,Applied ML,Data Science,11.0,Reject,1
SKS1328,JMD135,ASSESS1,Python,Python,Data Science,26.0,Reject,1
SKS1330,JMD135,ASSESS2,Data Bricks,Data Bricks,Data Engineering,2.0,Reject,2
SKS1331,JMD135,ASSESS3,Python,Python,Data Science,19.0,Reject,2
SKS1333,JMD135,ASSESS3,Applied ML,Applied ML,Data Science,44.0,Reject,3
SKS1334,JMD135,ASSESS4,Flutter,Flutter,Development,2.0,Reject,2
SKS1335,JMD135,ASSESS4,Angular,Angular,Development,35.0,Reject,3
SKS1336,JMD135,ASSESS5,Applied ML,Applied ML,Data Science,44.0,Reject,2
SKS1338,JMD135,ASSESS5,Big Data,Big Data,Data Science,58.0,Reject,2
SKS1339,JMD136,ASSESS1,Azure,Azure,Cloud,41.0,Reject,2
SKS1340,JMD136,ASSESS1,Redis,Redis,Cloud,23.0,Reject,2
SKS1341,JMD136,ASSESS2,Azure,Azure,Cloud,19.0,Reject,2
SKS1344,JMD136,ASSESS3,Big Data,Big Data,Data Science,46.0,Reject,3
SKS1345,JMD136,ASSESS3,Python,Python,Data Science,15.0,Reject,2
SKS1346,JMD136,ASSESS4,Angular,Angular,Development,23.0,Reject,2
SKS1348,JMD136,ASSESS5,Python,Python,Data Engineering,46.0,Reject,1
SKS1351,JMD137,ASSESS1,Web Scraping,Web Scraping,Data Engineering,52.0,Reject,3
SKS1359,JMD137,ASSESS4,Flutter,Flutter,Development,30.0,Reject,3
SKS1360,JMD137,ASSESS5,Python,Python,Data Science,61.0,Reject,3
SKS1361,JMD137,ASSESS5,Big Data,Big Data,Data Science,62.0,Reject,1
SKS1373,JMD139,ASSESS1,Web Scraping,Web Scraping,Data Engineering,4.0,Reject,3
SKS1374,JMD139,ASSESS1,MySQL,MySQL,Data Engineering,32.0,Reject,2
SKS1376,JMD139,ASSESS3,Python,Python,Data Engineering,15.0,Reject,3
SKS1377,JMD139,ASSESS3,Web Scraping,Web Scraping,Data Engineering,10.0,Reject,2
SKS1383,JMD140,ASSESS2,Flutter,Flutter,Development,12.0,Reject,1
SKS1384,JMD140,ASSESS3,SnowFlake,SnowFlake,Data Engineering,15.0,Reject,3
SKS1386,JMD140,ASSESS4,Angular,Angular,Development,58.0,Reject,1
SKS1388,JMD140,ASSESS4,Next Js,Next Js,Development,55.0,Reject,3
SKS1389,JMD140,ASSESS5,Azure,Azure,Cloud,40.0,Reject,3
SKS1391,JMD141,ASSESS1,Web Scraping,Web Scraping,Data Engineering,19.0,Reject,1
SKS1392,JMD141,ASSESS2,Applied ML,Applied ML,Data Science,66.0,Reject,1
SKS1393,JMD141,ASSESS2,Big Data,Big Data,Data Science,31.0,Reject,3
SKS1394,JMD141,ASSESS2,Python,Python,Data Science,40.0,Reject,2
SKS1395,JMD141,ASSESS3,Next Js,Next Js,Development,18.0,Reject,1
SKS1397,JMD141,ASSESS4,MySQL,MySQL,Data Engineering,52.0,Reject,3
SKS1398,JMD141,ASSESS4,DBT,DBT,Data Engineering,27.0,Reject,2
